unit_id,camp,L1_gpt,category,is_enumeration,mentions_lai,sent_text
_90ef12c24a58_u005,DPP,L1-03,C achievement list,True,True,"賴清德說,未來他當選總統,將會促進中油升級轉型,繼續扮演過去經濟發展、社會安定的力量,不會因為新時代的來臨而衰退,繼續守護民主,有民主才有自由、有自由才有人權、有人權才有創新,經濟才會進步,盼望大家一起維護珍惜民主成果,絕不向專制獨裁的國家低頭,共同捍衛守護民主,更促進台灣經濟繁榮發展。"
_93764c6770db_u005,TPP,L1-03,A Lai's four-pillar formula,True,True,"針對中國武力威脅,賴清德指出,必須團結人民、強化國防、強化經濟,與民主陣營站在一起,共同發揮威懾的力量,要靠力量保和平。"
_93ee8519910b_u008,KMT,L1-03,A Lai's four-pillar formula,True,False,"他說,他提出國家希望工程,將打造民主和平的台灣,不會跟國民黨一樣走回頭路,甘願淪為極權主義的附庸,會團結人民,強化國防、強化經濟,強化跟民主陣營肩並肩站在一起,只要對等、尊嚴,門永遠是開的,願意跟中國進行交流合作,促進兩岸人民的福祉,他會不卑不亢維持現狀,保護台灣,同時穩定兩岸,也促進印太的和平。"
_964b7465e0a1_u007,KMT,L1-03,D democratic-alliance + trade,True,False,"2019年決定退出時代力量的林昶佐,2020年順利以無黨籍身分連任立委,不時都會有人問他是否要加入民進黨,「我過去談過,當年已答應香港社運領袖黃之鋒以無黨籍的身分籌組台灣國會香港連線,後來提案推動『開放國會行動方案』、參與OGP(開放政府夥伴聯盟)、IPAC(對中政策跨國國會聯盟),這些國際工作都需要協調朝野政黨,維持無黨籍身分比較適切。雖然如此,我總是鼓勵無黨籍的戰友們應該加入民進黨,因為民進黨的大方向符合我們對國家未來、國際定位的看法,且已經有許多戰友在裡面打拚。」 林昶佐接著說:「開始思考入黨,是幾個月前柯文哲說要重啟服貿,而侯友宜立刻跟進的時候。我相當驚訝、意外,因為近年來,服貿議題幾乎已不再出現在台灣的公共議題之中,藍白卻讓這個過時的議題突然重回檯面。無論藍白是無知或是故意,從「重啟服貿」乃至於其許多對中政策,都剛好投中國所好、跟中國配合,無視中國透過經貿來滲透民主國家的嚴重性。實在難以想像藍白過半會對台灣的國家安全,以及經貿發展造成多大的傷害。」 他說,早在幾個月就已有以民進黨一員,為政黨票、為國會過半來努力的想法,之"
_97a0216e8ea3_u004,DPP,L1-03,H other,True,True,"賴清德表示,2024選舉攸關台灣未來前途、民主憲政的延續、後代子孫的幸福,甚至影響印太和平與穩定,重要性可見一斑,各國都非常關注台灣這場選戰,一定要團結合作,未來最重要的是持續壯大民主的道路,並與國際接軌,台灣的經濟可以立足,佈局全球、行銷全世界。"
_991452476e7b_u003,TPP,L1-01,H other,False,False,"地緣政治變化讓民主台灣更有機會發揮所長,數字當然要跟總體經濟專家討論,但他期盼不要低於3.5%,至少3.5%以上,如果4%當然更好。"
_9b7311ef691a_u004,DPP,L1-04,H other,False,True,"賴清德說,未來他若能當選總統,不只會守護台灣促進民主、和平與經濟發展,也會好好照顧國家的主人。"
_9e0d90c323d1_u005,KMT,L1-03,H other,True,True,"賴清德強調,台灣民主自由仰賴前輩們艱辛奮鬥及現在台灣人共同守護,民主是台灣對國際社會貢獻,也是國際友邦最大投資,2024大選很重要,關係整個印太地區安全及全球和平,面對中共侵台野心未減,台灣國防也必須相對因應更加堅實防備,他將會用「民主團結」、「民主治理」、「民主和平」三大行動,持續壯大民主台灣,讓世界看見台灣的價值,擁抱台灣。"
_9f270ee775da_u006,KMT,L1-03,A Lai's four-pillar formula,True,True,"賴清德強調,有主權才有國家,有台灣才有中華民國,他當總統,使命就是守護台灣,也守護中華民國,方法是根據他先前發表的和平四大支柱行動方案,也就是強化國防、強化經濟、強化民主陣營的合作,同時在對等尊嚴之下也願意跟中國交流合作,促進兩岸人民福祉,以保護台灣、穩定兩岸,促進印太和平。"
_a2e603c91872_u009,DPP,L1-03,C achievement list,False,False,"現在不一樣了,國際局勢有很大的變化,特別是中國習近平,改制度擔任第3屆國家主席,讓國際社會人士清醒,看清過去他們認為,只要讓中國經濟繁榮,中國共產主義就會變民主,這樣的推論結果證明是錯誤的。"
_a41729177e4f_u003,DPP,L1-03,D democratic-alliance + trade,False,True,"華爾街日報今刊登賴清德投書,有關「和平4支柱」,包含強化台灣威懾能力、建構經濟安全,與全球民主國家建立夥伴關係,並務實一致地支持兩岸現狀。"
_a41729177e4f_u007,DPP,L1-01,C achievement list,False,False,"賴瑞隆說,堅持這樣的路線,同時也讓台灣的自由民主這幾年在全世界得到高度肯定,台灣經濟基礎成長也累績在這樣的基礎下持續推動;"
_a4e40703886e_u008,TPP,L1-03,E China threatens both,True,False,"透過 Google News 沈伯洋表示,不管是今年美國對中國的撤資,G7決定對中國去風險化,全世界都對中國做出了決定,台灣站在民主自由陣營,應該延續原來的政策,延續與民主自由同盟的世界,若放棄了這點,持續回到九二共識、回到與中國同一個經濟體,那麼台灣的經濟無法獨立、文化無法生根,要怎麼面對下一代。"
_a817b19ff413_u006,TPP,L1-03,A Lai's four-pillar formula,True,True,"賴清德表示,他將在總統蔡英文的四大堅持基礎上推動「和平四大支柱行動方案」,包含強化國防力量、提升經濟安全實力、和民主陣營並肩發揮威懾力量、以及在對等尊嚴前提下和中國交流,增進兩岸人民福祉,永遠堅持台灣的自由民主憲政體制。"
_a8e564f85a2d_u005,TPP,L1-03,D democratic-alliance + trade,True,True,"至於簽署服務貿易協定,賴清德說,這是10年前的事,要簽服貿協定,但中國要求先接受九二共識、一個中國原則,「這方法不對」,他籲請大家要堅定蔡英文總統提出的路線,包含提高國防力量、發展經濟力量等,且要與民主國家站在一起。"
_a9a6c4841824_u004,DPP,L1-06,H other,True,False,"郭台銘表示,基於對台灣政經局勢的憂心,更基於對台灣民主社會的信念,過去幾個月以來,他一直努力號召在野陣營團結整合,因為只有推出1組最強候選人,才能在大選中勝出,但這段時間來,他們看不到針對國家願景與公共政策,有任何實質的討論,特別是「兩岸和平、國際關係、經濟發展、科技升級」,這些攸關台灣未來前途的決定性方針,至今仍流於空洞的陳述。"
_ac2769317556_u008,DPP,L1-03,E China threatens both,True,False,"副總統也提及外國訪賓訪台的觀感說,不論來自美國、日本、歐盟等國家訪賓及民間人士,都很難想像台灣站在印太區域第一島鏈,直接面對來自中國威脅,但台灣對民主的堅持卻如此堅定,井然有序的生活、經濟更不斷發展,都讓訪賓們非常讚歎。"
_ac813a53ae11_u000,DPP,L1-01,C achievement list,False,True,"賴清德與磐石會企業人士合影,允諾會全力讓台灣經濟更繁榮發展,承諾會保護台灣得來不易的民主成果。"
_ac813a53ae11_u001,DPP,L1-03,C achievement list,False,True,"〔記者蔡淑媛/台中報導〕副總統賴清德今天出席磐石會會長交接典禮表示,政府會全力讓台灣經濟更繁榮發展,更承諾會保護台灣得來不易的民主成果,絕不放棄追求和平,而和平只有經由力量才能得到,「懦弱是最大的挑釁,給予侵略者的政治企圖」,"
_ac813a53ae11_u003,DPP,L1-03,D democratic-alliance + trade,True,True,"賴清德也重申近日提及中國如果攻打台灣,不但台灣受到傷害,中國也因此辜負幾10年台商對中國經濟發展的貢獻,造成世界重大災難,包括中國本身都要承受、也難以承受得起,認為全世界應該看到台灣良善的力量,台灣希望在民主世界成為MVP,呼籲大家共同挺台灣、成為台灣隊,此番話也獲得現場與會者熱烈掌聲。"
_ac813a53ae11_u005,DPP,L1-03,C achievement list,True,True,"賴清德表示,如沒有民主保障,國際公司、創意研發公司無法持續發展,為了守住台灣,在蔡英文領導下推動全民國防,強調「和平靠國防、國防靠全民」強調和平只有經由力量才能得到,懦弱是最大的挑釁,給予侵略者的政治企圖,所以強化我國國防,是保護自己、民主成果、經濟成就,及人民的生活。"
_b0e011a7bee2_u017,DPP,L1-03,C achievement list,False,False,"他指出,台灣可以跟美國講,未來整個全世界的和平穩定、民主自由的拓展或是經濟繁榮發展,台灣是可以有貢獻的,台灣已從過去接受美援,變成可幫助別人;"
_b17f2fe5f024_u006,TPP,L1-01,D democratic-alliance + trade,False,False,"蔡總統細數台灣產業、供應鏈近年來的發展,尤其是疫情期間,民主國家能做到不封城,人民和政府團結一起克服疫病的挑戰。"
_b17f2fe5f024_u011,TPP,L1-07,C achievement list,False,False,"他也感嘆這次選舉有很多口水,但台灣民主受到國際肯定,經濟成就、社會照顧都有明顯進展,相信汗水與努力可以被看見。"
_b2d3d7ff0ed5_u000,TPP,L1-03,H other,True,False,"前考試院長關中16日在民主文教基金會「美國霸權的衰退與墮落」研討會中表示,台灣和中國同文同種、血脈相連、經濟來往密切,「實在想不出什麼理由抗中反中」,他認為所有問題都是因為美國而起,是美國蓄意要為難中國。"
_b2fc4e56d2c7_u015,DPP,L1-03,A Lai's four-pillar formula,True,True,"賴清德日前投書「華爾街日報」,敘述未來當選總統將全力強化國防嚇阻力、提升經濟安全、展開民主夥伴合作,並維護兩岸現狀,透過此「四個支柱」帶來台海的永續和平與國家的繁榮。"
_b48bc1546a1a_u007,DPP,L1-06,H other,False,True,"賴清德曾表示當選後,將堅守民主自由的生活方式,維持和平並發展經濟,這就是為什麼必須選擇賴清德來領導台灣。"
_b68cff57f1ce_u016,TPP,L1-02,D democratic-alliance + trade,False,False,"陳怡君對此表示,台灣任何民間企業增減資及轉投資都依照法令登載及核准,是自由民主國家資本流動的常態,而柯文哲則是領著公帑批著公款,拿國家的土地及人民的財產去媚共賣台,民眾黨發言人此般的護航邏輯,深深不敢恭維。"
_b6dd51024d8f_u013,TPP,L1-03,D democratic-alliance + trade,False,True,"賴清德說,台灣除持續增進國防力量,同時也藉此厚植國防產業,提升台灣經濟發展,並與民主陣營站在同陣線,共同發揮力量。"
_bc018b5fde07_u000,TPP,L1-03,H other,False,True,"副總統賴清德今天在台灣資安大會表示,因為地緣政治變化,資訊安全產業每一位從業人員都在第一線面對假消息、網路攻擊,守護國家,資安即國安,確保民主延續,才能有和平。"
_bd03d0a618ef_u012,TPP,L1-03,D democratic-alliance + trade,True,False,"同時也會與民主夥伴合作穩固邦交國、推廣台灣國際參與、展開產業鏈的進一步合作,並共同維護印太地區和平穩定。"
_c2e0875f5fa0_u002,DPP,L1-06,C achievement list,False,True,"賴清德指出,自總統蔡英文上任後,台灣各項指標跟經濟面都進步許多,可惜在野黨及許多名嘴散播錯誤訊息,這個成績是全國民眾一起拚出來的,就連國際朋友都肯定蔡總統維護和平成績,自己當選後願意基於這個基礎,繼續在民主道路壯大台灣;"
_c76a4fd33977_u006,TPP,L1-06,C achievement list,False,True,"藍白政黨協商共識:民調決勝負 18日公布結果 藍白整合民調定正副 聯合政府國民黨建設發展民眾黨監督制衡 賴清德表示,台灣人民過去數十年共同打拚,堅持民主價值、追求自由人權,得到國際社會肯定,特別是台灣產業發展。"
_c979e9abc24c_u006,DPP,L1-04,H other,True,False,"鄭文燦也說,大溪是文化的故鄉,大溪有許多台灣味的地方,當市長這8年來大溪老城區獲得中央支持,讓大溪老街變得不一樣,走進大溪老街就是走進歷史,大溪也是神的故鄉,關聖帝君生日眾神都來祝福,30多個社頭從1914年至今100多年遶境沒中斷,要給大溪傳統鼓勵,這是大溪的第2個過年,是生活的一部分,今天祝壽典禮希望眾神保佑,希望台灣經濟、民主、和平都能獲得保障。"
_ca5080a72103_u043,TPP,L1-03,D democratic-alliance + trade,True,False,"台灣一定要發揮關鍵的力量,透過民主活力,深化民主夥伴關係,除了加強區域安全合作之外,也應該要透過民主自由價值、公衛醫療經驗,半導體產業鏈,或是宗教自由、體育交流、青年服務、以及學術研究等等的成就,來攜手理念相同的國家,成立民主和平共同體,維護台海、印太以及世界的和平。"
_ca6b22e77477_u003,DPP,L1-03,H other,False,False,"透過 Google News 蔡總統說,為何國際社會要保護台灣,因為台灣是民主自由的世界標竿,保護台灣就是保護世界民主自由,且台灣在全球供應鏈扮演非常關鍵角色,若某天台灣不生產半導體,世界產量將減半,加上台灣有許多產業關鍵零組件製造能力,及台灣附近水域若被阻礙,世界經濟將受很大影響,因此西方國家有共識要守護台灣。"
_cbe1497ac2bd_u007,KMT,L1-01,H other,False,True,"賴清德致詞時表示,這次的選舉在政治上是民主與獨裁的選擇,在經濟上則是要讓台灣的產業走向世界,還是走向中國的回頭路,要選擇對的人、選對的路。"
_cea778b68875_u052,DPP,L1-01,H other,True,False,"更重要的是,我們有讓國際信任的民主治理,結合領先全球的技術競爭力、完整健全的產業生態系,我們已經向全世界證明了,臺灣是全球供應體系中最可靠、最有效率、最安全的合作夥伴。"
_d69a9f9be2bf_u009,DPP,L1-03,D democratic-alliance + trade,False,True,"賴清德說,對和平有理想,但不能妄想,一定要靠實力,要增加國防實力,也要增加經濟力量,並與民主陣營站在一起,共同發揮力量,確保和平安全。"
_d7006d34d398_u008,KMT,L1-03,H other,True,False,"侯友宜強調,美國一直是堅定盟友,民主自由是雙方的共同價值,尤其在貿易經濟、科技產業、人才交流等面向上,更有深刻密切的互動,作為美國的長期夥伴,台灣必須為區域的和平穩定,負起責任,維護彼此的共同價值,建立一個穩健務實,且可預期的合作關係。"
_d7cad9bbb45c_u010,KMT,L1-03,A Lai's four-pillar formula,True,False,"他指出,對和平要有理想不能有幻想,在中國尚未放棄對台動用武力之前,他會落實和平四大支柱方案,強化民眾保家衛國的意識、強化國防、強化經濟、強化與民主陣營的合作。"
_d8fc5a9d9f76_u017,DPP,L1-06,D democratic-alliance + trade,True,True,"她強調,國家的整體實力成長,來自於全民的共同努力,我們是民主國家,所有的數據都是公開透明,但預算跟財政問題涉及高度專業,繁雜的數據確實容易被誤解,希望所有公眾人物討論時能基於事實、善盡查證,「我的任期剩下不到一年,所以,執政團隊沒有一天可以鬆懈,每一天,都要為台灣下一個階段的發展,打下更好、更堅實的基礎。」 今日與會者尚包括賴清德副總統、總統府秘書長林佳龍、國家安全會議秘書長顧立雄、行政院副院長鄭文燦、秘書長李孟諺、中央銀行總裁楊金龍、國家發展委員會主任委員龔明鑫、國防部長邱國正、總統府副秘書長黃重諺、張惇涵、副主計長陳慧娟、經濟部次長林全能、財政部國庫署署長蕭家旗等。"
_d9e10f1458db_u002,DPP,L1-03,H other,True,False,"朱立倫並指出,馬英九非常認同親美、友日、和陸的路線,認為走對的路才能真正捍衛中華民國、守護台灣民主,維護兩岸和平,國民黨必須有安全穩健的能源政策,才能確保台灣的經濟發展。"
_da75b72672c1_u006,DPP,L1-06,H other,False,False,"他說,民主和平就是嚴守民主自由的體制,維持兩岸和平,創新團結就是要繼續拚經濟,推動產業轉型,至於公益永續,則是要延續總統蔡英文的長照、0到6歲國家養與減輕青年負擔的社會政策。"
_db02c5bbb69f_u010,TPP,L1-06,C achievement list,False,True,"賴清德也提到,在蔡總統領導下,全民團結一致走對的路,讓台灣民主成為世界模範生、經濟優等生,國際社會也對台灣比出大拇指;"
_e017384aa55c_u000,DPP,L1-06,H other,True,True,"賴清德發表國政願景 朱敬一說明六大關鍵字 2023/10/3 18:48 (10/3 18:56 更新) (中央社記者葉素萍台北3日電)民進黨總統參選人賴清德今天發表「創新經濟.智慧國家」國政願景,中研院院士朱敬一以青平台顧問身分與會,他並說明六大關鍵字,包括年輕世代、金融體系、社會支撐、自由民主、淨零轉型與護國群山。"
_e33b78d639cd_u017,KMT,L1-03,G page furniture,False,True,(譯者:張正芊/核稿:陳彥鈞)1130105 分析:不論台灣誰當選 美穩定對中關係目標都受考驗 總統立委選舉公報這裡查 柯文哲賴清德侯友宜學經歷政見一次看 中選會公開總統、立委候選人網路版選舉公報 總統候選人辯論會媒體提問一覽 賴清德侯友宜柯文哲交叉攻防 經濟學人:台灣大選對中國是近在眼前危機 日經:柯文哲尋求第三勢力突圍 對中國議題模稜兩可 侯友宜提本外勞薪資脫鉤 全產總反對 法國外交部賀台灣選舉展現民主 呼籲尊重現狀 新北市議會民進黨團要求侯友宜到會補施政報告 大馬人權展納台灣元素 展出鄭南榕太陽花學運等事蹟 柯文哲向綠支持者喊話 愛民進黨就要讓民進黨下台 2024/01/27 18:36 2024/01/12 14:58 2024/01/09 19:24 2024/01/05 20:43 2024/01/05 09:00 2023/12/19 06:28
_e356ea2a1905_u000,DPP,L1-04,C achievement list,False,True,"出席保全業後援會 賴清德:持續推動保障權益 2023/9/2 12:48 (9/2 13:26 更新) (中央社記者蘇木春台中2日電)民主進步黨總統參選人賴清德今天出席全國保全產業後援會成立大會,他會中表示,保全業一定要繼續壯大,他會繼續推動修改保全業法,進一步保障保全業的權益、改善工作環境。"
_e356ea2a1905_u007,DPP,L1-03,D democratic-alliance + trade,False,True,"面對中國的文攻武嚇,賴清德強調,要提升國家的民防、國安力量,未來除了繼續支持蔡總統的政策,長遠來說提升國防力量,也能提升產業力,也要和民主陣營站在一起,發揮團隊力量,讓中國不會輕舉妄動。"
_e4506093fdd3_u000,DPP,L1-03,A Lai's four-pillar formula,False,True,"嘉義助選 賴清德:提高國防強化經濟 避免中國妄動 2024/1/2 14:16 (1/2 14:42 更新) (中央社記者黃國芳嘉義縣2日電)民進黨總統候選人賴清德今天表示,中國若沒有放棄武力攻打台灣,台灣就要做好準備,不僅要提高國防力量、強化經濟實力,並與民主陣營站在一起發揮力量,避免中國輕舉妄動。"
_e4506093fdd3_u005,DPP,L1-03,A Lai's four-pillar formula,False,True,"賴清德表示,面臨中國威脅,台灣不能退縮,雖然台灣是愛好和平的國家,人民與人為善,但中國若沒有放棄對台灣武力攻打,那台灣也要做好準備,一方面要提高國防力量、強化經濟實力並與民主陣營站在一起發揮力量,避免中國輕舉妄動,這是總統蔡英文目前所帶領的路線,也是未來自己要落實的方式。"
_e4a6abbcf570_u007,KMT,L1-03,A Lai's four-pillar formula,True,True,"賴清德表示,他會團結國人、強化國防、強化經濟,也強化民主陣營的合作,但只要能夠對等尊嚴,他也會跟中國進行交流合作,增進兩岸人民的福祉,以謀求兩岸和平的發展。"
_e9563208e5d7_u005,KMT,L1-01,H other,False,True,"賴清德說,嘉市素有民主聖地之稱、豐富的阿里山林業文化及藝術文化,他擔任行政院長時,核定20億元加強阿里山小火車沿線安全,現任行政院長陳建仁日前宣示大阿里山地區將投入60億元建設計畫,在過去的基礎上擴大,可以帶來嘉市更多經濟發展。"
_ecabcded7d07_u034,KMT,L1-03,G page furniture,True,False,"台灣的外交部長吳釗燮日前警告:「全球2024年有40場以上的重要民主選舉,如果中國在台灣得逞,就會利用這套經驗去干預其他國家的選舉。」(譯者:曾依璇/核稿:嚴思祺)1130112 泰晤士報:中國試圖以「空戰」影響台灣選舉結果 台灣大選牽動美中未來發展 CNN:可能改變世界 歷屆總統大選中國介選手段一覽 飛彈試射經貿報復擾民心 陸委會:中共介選花招多 已掌握低價旅遊、假訊息、賭盤等案 學者:中國一邊喊打一邊喊和 經濟脅迫介選 台東市第3胎補助6萬元 3寶爸還想拚第4胎 台東連續2年新生兒正成長 饒慶鈴:友善育兒環境 2024/01/27 18:36 2024/01/13 20:02 2024/01/13 19:49 2024/01/12 14:58 2024/01/09 19:24 2024/01/05 20:43"
_ecfadc25727b_u000,KMT,L1-03,H other,False,True,"(10/21 22:51 更新) (中央社記者葉臻桃園21日電)民進黨主席暨總統參選人賴清德今天到桃園替立委參選人站台,他表示,現在的選舉是民主、光明的,國內的經濟力一年比一年好,大家應該團結打拚,不能輕易放棄主權。"
_f27e10ff9626_u006,TPP,L1-03,D democratic-alliance + trade,False,True,"透過 Google News 賴清德指出,他提出要強化國防與經濟力量,也會與民主陣營肩並肩站在一起,共同發揮力量,這才是守護台灣安全的正確作法,盼民眾選對人讓台灣走向世界迎向未來,不要走回頭路。"
_f2d594702ef1_u004,TPP,L1-04,H other,False,True,"杜若薇表示,她來自熱愛民主自由的家庭,母親張郁芬因求學與工作旅居美國26年,依然心繫台灣,積極參與僑務工作,賴清德8月過境美國時,母親也帶著她一同出席舊金山僑宴,賴清德在僑宴中的台語演說令人動容,除了探討台灣歷史文化的重要性、對世界經濟的影響力,也深入闡述對半導體與AI產業的發展願景,「我感覺他都是在講他真的想做的事,也是一個台灣很好的代表」。"
_f5c022628fef_u006,TPP,L1-03,E China threatens both,True,True,"除了經貿關係外,賴清德也希望能促進台美國家安全進一步合作,台灣會竭力維持印太和平與穩定,因為戰爭沒有贏家、和平是無價的,但面對中國威脅,台灣除了做好準備、增強國防武力之外,也希望與民主陣營站在一起,共同發揮威懾力量,並希望透過RSC的協助,讓美國持續提供台灣必要的武器,並能及時送達。"
_f6db20f1037c_u006,KMT,L1-06,D democratic-alliance + trade,False,False,"第三,台灣是國際社會的一員,是自由民主陣營重要夥伴,在全球產業分工、智慧科技發展中,更扮演重要角色。"
_f6db20f1037c_u007,KMT,L1-06,C achievement list,True,True,"賴清德表示,國際社會對台灣的一致看法是可以信賴的夥伴、充滿活力的民主,這是台灣的品牌價值,既為台灣帶來經濟繁榮,也為台灣帶來民主保障,這場選舉的結果將告訴全世界,這個品牌價值是否繼續維持提升,這個民主社會是否依舊活力滿滿、不怕困難,這塊土地上的人民始終保持善良、堅韌、樂觀、積極。"
_f9ed79754473_u007,TPP,L1-03,E China threatens both,False,False,"並要持續深化民主,面對中國大陸的野心勃勃,要避免民主及台灣主權被侵害,在經濟上走出對紅色供應鏈的依賴同時,持續布局政治外交,實現有尊嚴的和平。"
_fb0e4d768d05_u002,TPP,L1-07,C achievement list,False,True,"賴清德致詞表示,2016年台灣選對了總統蔡英文,選了正確道路,台灣目前是世界民主模範生,也是世界經濟優等生,同時也證明台灣是世界上一股良善的力量。"
_fc626a182240_u006,TPP,L1-03,H other,False,False,"網傳假冒總統投資廣告 刑事局:後製影片勿受騙 多年來,中國一直用不正確的訊息和陰謀論,打擊台灣的資訊生態系統,嘗試破壞台灣民主並分化當地民眾,以企圖控制台灣。"
meeting1_4957d93a478b_u005,TPP,L1-07,H other,False,False,"所以经济国人能够在总统、副总统支持耐心的消灭型之外,在立伟不管是区域或是不分区域都能够支持迷伊朗所推荐民主大联盟优秀的人选,我们一起承担台湾下一个阶段的责任,我们一起来拜托大家,也谢谢大家好,谢谢。 杨红。"
meeting1_9ac2b9b49f9c_u004,TPP,L1-03,H other,False,False,"美国是台湾最重要的盟帮,美台在安全一体、经贸关系及民主价值上都有密切关系。"
总统辩论_3c9723712c15_u059,DPP,L1-06,H other,False,False,"我会团结国人,强化国防,强化经济,强化跟民主阵营肩并肩站在一起。"
总统辩论_e76e2f37b3f6_u146,DPP,L1-06,H other,False,True,"赖清德: 我刚刚在申论的时候也已经跟大家报告,就是说我会团结国人强化国防,强化经济也强化民主阵营的合作。"
