unit_id,sentence,role,prev,next,speakers,targets,proc_symbolic_flag,event_phase,source,date,target_l1,sample_score,score_reasons,sampling_reason
_08e54e529541_u014,"黨政人士表示,蔡英文除了不像前兩任總統在第二任後期涉入弊案,或是陷入爭議性的議題,再加上她在總統任期內強化國防、總體經濟的成長,以及加入國際民主陣營,讓台灣被世界看見,並維持兩岸現況的穩定,都讓國人願意讓賴清德接續蔡英文路線,讓現有的執政團隊繼續協助治理國家。",claim,"最後一點,黨政人士表示,選舉結果代表蔡英文這八年執政獲得國人肯定,去年底的媒體民調顯示,蔡英文總統執政8年施政滿意度有43.5%,可以說是近20年來,卸任前夕獲得國人最高支持度的總統。","透過 Google News 不過,黨政人士也對上述觀察做出提醒,中國的介選愈來愈靈活、細膩,在現有的基礎上持續變化,目的除了試圖控制選舉,也訴求破壞國人對於民主的信心;","[{""name"": ""賴清德"", ""party"": ""DPP""}]","[""兩岸|cross-strait""]",False,,02_Ke_chinatimes_news,2024-01-13 20:53:00,L1-14,8.3,l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-07|l2_L2-10|has_speaker|has_target|claim|good_length,l1_gap_filling
_20afb2de1725_u009,"賴清德強調,他若當選,兩岸發生戰爭的機會最小,他會在總統蔡英文的四大堅持之上,透過和平四大支柱行動方案,包含建立台灣的威懾力、經濟安全是國家安全、與全世界民主國家建立夥伴關係,穩定而有原則的兩岸關係領導能力等,讓台海永續和平與國家繁榮。",claim,"賴清德說,台灣經濟已經走在正確的路上,若台灣接受了一個中國原則,又接受兩岸服務貿易協議,恐會讓經濟與產業走上回頭路。","他說,發揮威懾的力量,是要讓中國不至於做出錯誤的判斷,不敢越雷池一步,透過強化國防力量、經濟力量,達成「不戰而屈人之兵」,並在對等尊嚴情況下與中國交流合作。","[{""name"": ""賴清德"", ""party"": ""DPP""}]","[""兩岸|cross-strait""]",False,,01_Ho_chinatimes_news,2023-12-08 22:51:00,L1-14,8.3,l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-07|l2_L2-11|has_speaker|has_target|claim|good_length,l1_gap_filling
_41ee904f1f27_u011,"此外,柯文哲也在晚間透過「KP TV」直播談及新北國中生割喉案,並以過去台北市執政經驗為例,指出社會、校園安全必須從制度層面解決、層層防護。",claim,"但願台灣的孩子,能在正常的環境下,順利平安成長。","柯文哲表示,應建立從學校、輔導老師、醫院到市府的多重保障,班上的班導師主動發現問題後,要即時將問題上報,引介至專業輔導系統。","[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],False,,02_Ke_chinatimes_news,2023-12-27 23:01:00,L1-14,8.3,boundary_semantic|l2_L2-05|l2_L2-07|l2_L2-09|has_speaker|has_target|claim|good_length,l1_gap_filling
_20afb2de1725_u009,"賴清德強調,他若當選,兩岸發生戰爭的機會最小,他會在總統蔡英文的四大堅持之上,透過和平四大支柱行動方案,包含建立台灣的威懾力、經濟安全是國家安全、與全世界民主國家建立夥伴關係,穩定而有原則的兩岸關係領導能力等,讓台海永續和平與國家繁榮。",claim,"賴清德說,台灣經濟已經走在正確的路上,若台灣接受了一個中國原則,又接受兩岸服務貿易協議,恐會讓經濟與產業走上回頭路。","他說,發揮威懾的力量,是要讓中國不至於做出錯誤的判斷,不敢越雷池一步,透過強化國防力量、經濟力量,達成「不戰而屈人之兵」,並在對等尊嚴情況下與中國交流合作。","[{""name"": ""賴清德"", ""party"": ""DPP""}]","[""兩岸|cross-strait""]",False,,02_Ke_chinatimes_news,2023-12-08 22:51:00,L1-14,8.3,l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-07|l2_L2-11|has_speaker|has_target|claim|good_length,l1_gap_filling
_6dac1b78a4c3_u003,"賈麥岱指出,今年台瓜兩國建立邦交關係將屆滿89年,兩國元首這樣頻密互訪,更具象徵意義,台瓜建交以來,雙方政府領導人均以和平、博愛及致力國家繁榮、人民富足為治國基礎,即使面對諸多政經挑戰及複雜國際情勢,我們都能夠克服萬難,在尋求國家發展、為民謀福的道路上持續前進。",claim,"賈麥岱首先以「中華民國台灣總統」稱呼蔡英文總統,他說,他要代表瓜地馬拉共和國人民和政府表達最誠摯、兄弟般的問候,幾週前蔡總統才到瓜地馬拉訪問,今天能回訪台灣國是訪問,非常榮幸,這是台瓜兩國最高層級的官式互訪,達成互惠互利的協議,充分象徵兩國友誼及合作關係成果豐碩。","賈麥岱表示,近90年來,瓜地馬拉和中華民國台灣持續加強有利國家發展的交流與合作關係,相信未來我們仍會繼續團結一心、相互扶持,我們對兩國邦誼代表的理念、價值深具信心,誠如蔡總統訪問瓜國時表達的,兩國將秉持踏實、互惠、互利的原則繼續推動外交關係。",[],[],False,,02_Ke_ltn_news,2023-04-25 10:59:05,L1-14,8.3,boundary_semantic|l2_L2-03|l2_L2-04|l2_L2-10|has_speaker|has_target|claim|good_length,l1_gap_filling
_20afb2de1725_u009,"賴清德強調,他若當選,兩岸發生戰爭的機會最小,他會在總統蔡英文的四大堅持之上,透過和平四大支柱行動方案,包含建立台灣的威懾力、經濟安全是國家安全、與全世界民主國家建立夥伴關係,穩定而有原則的兩岸關係領導能力等,讓台海永續和平與國家繁榮。",claim,"賴清德說,台灣經濟已經走在正確的路上,若台灣接受了一個中國原則,又接受兩岸服務貿易協議,恐會讓經濟與產業走上回頭路。","他說,發揮威懾的力量,是要讓中國不至於做出錯誤的判斷,不敢越雷池一步,透過強化國防力量、經濟力量,達成「不戰而屈人之兵」,並在對等尊嚴情況下與中國交流合作。","[{""name"": ""賴清德"", ""party"": ""DPP""}]","[""兩岸|cross-strait""]",False,,03_Lai_chinatimes_news,2023-12-08 22:51:00,L1-14,8.3,l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-07|l2_L2-11|has_speaker|has_target|claim|good_length,l1_gap_filling
_0e853dfbeafb_u005,"侯友宜說,台灣第三波民主改革是為了建立典範,這是重要里程碑,如何讓人民重新信任政府很重要,領導人要有誠信,建立典範就是為了團結大家。",claim,"主持人吳子嘉談及藍白合11月簽署6點協議,第6點提到國民黨與民眾黨承諾為台灣第三波民主改革建立典範,必須成立聯合政府。","侯友宜表示,當時藍白合6點協議,別人算不算,他不管,但是他講過的一定算。","[{""name"": ""侯友宜"", ""party"": ""KMT""}]",[],False,,01_Ho_chinatimes_news,2024-01-01 23:22:00,L1-14,8.3,boundary_semantic|l2_L2-02|l2_L2-14|l2_L2-15|has_speaker|has_target|claim|good_length,l1_gap_filling
_42c7342cbc72_u003,"總統大選登記截止(11/24)後,多家民調傾巢而出,游盈隆6日在臉書發文建議選民可透過3點判準去看手中的民調,「第一,民調是否採『真人電話訪談』,如果是,可以採納,如果不是,可擱置;第二,民調是否採市話/手機並用,例如73比或各半,如果是,優先採納,如果不是,可存參;第三,民調機構是長期穩定經營的,或臨時蹦出來的,前者通常比後者可信。秉持這3原則看民調,會獲得比較接近真實的選情。」 綜合各家民調數據,當前選情似乎變成傳統藍綠對決,白色力量被邊緣化,但游盈隆不以為然,「對於當前2024民調大戰,我的感覺是,不下於2000年總統大選,甚至在某些方面尤有過之。例如,本應屬於競總內參的滾動式民調,現在有民調機構直接公佈,特別是因為『全市話』民調會高估2大黨候選人支持度,嚴重不利小黨候選人,再加上媒體的推波助瀾,因此柯文哲最近被打的很慘,如果不耐打,很可能很快會被打趴在地。這或許符合2大黨眼前的利益,但當中牽涉到的『民調責任倫理問題』,社會應給予適度的關注才對。」 游盈隆表示,「我對目前選情的觀察是,綠藍白仍呈三足鼎立態勢,但『賴蕭配』已逐漸拉開與『侯趙配』及『柯吳配』的差距,最近一次(12/4)匯流民調採市話/手機各半,共2千份樣本,結果是賴蕭三成七、侯趙二成八、柯吳二成六,應該是相對比較接近真實的。由於藍白相去不遠,除非未來出現慘烈的棄保效應,否則,賴蕭配將逐漸走出8年魔咒(指近16年來執政滿8年都會政黨輪替)陰影。」 游盈隆也呼籲,劣質民調或假民調雖然不能決定選舉結果,但這種民調若充斥台灣大選,絕對是有害正常、健康、公平的選舉競爭,不利台灣民主發展,甚至成為台灣民主的汙點和恥辱,「選民必須正視,民調發佈者也應自我克制」。",quote,"游盈隆也分享自己對於當前選情的看法,指民進黨、國民黨和民眾黨仍呈三強鼎立態勢,但「賴蕭配」已逐漸與其他2組拉開差距。",不用抽 不用搶 現在用APP看新聞 保證天天中獎點我下載APP按我看活動辦法,"[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],False,,02_Ke_ltn_news,2023-12-07 00:31:23,L1-14,8.3,l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-05|l2_L2-06|has_speaker|has_target|quote,l1_gap_filling
_962afde33527_u011,"賴清德指出,過去8年在總統蔡英文領導下,兩岸外交國防受國際社會肯定,在產業發展也交出漂亮成績單,會在此基礎上持續推動經濟發展。",claim,"賴清德表示,已有許多國際媒體大篇幅報導中國在這次選舉中介入的嚴重程度,這幾天假訊息與認知作戰鋪天蓋地而來,盼民眾注意不要受到影響,他也在前天開記者會向國際社會說明,會與國會力量結合,守護台灣促進民主和平繁榮發展。",(編輯:方沛清)1130111 徐耀昌:苗栗人欠民進黨人情 生技、電力股走強 台股17600點關卡震盪 陸學者:台灣三黨,"[{""name"": ""賴清德"", ""party"": ""DPP""}]","[""兩岸|cross-strait""]",False,,03_Lai_chinatimes_news,2024-01-11 13:41:00,L1-14,8.3,l2_L2-03|l2_L2-04|l2_L2-05|l2_L2-07|l2_L2-10|has_speaker|has_target|claim|good_length,l1_gap_filling
_b79329944155_u012,"工作室表示,侯友宜在新北市整整13年,熟稔各項市政、了解基層聲音,今年又再度榮獲遠見雜誌縣市長滿意度調查,代表最優秀的五星級市長,如今扛起更大責任,將發揮畢生力量、服務更多人民,用生命捍衛中華民國,讓政黨輪替成為常態,終結民進黨8年執政以來種種亂象,還給人民一個願意好好做事情的政府,帶給人民和平、安定、繁榮、永續。",claim,"競選工作室也吸引來自台大、輔大和台北大學等大學和研究生的參與,會以「政治實習生」的方式,包括行程設計、街頭宣講、台上演說等不同的形式,實際參與整個選舉過程, 透過 Google News 工作室表示,侯友宜生長於南台灣,是菜市場裡長大的孩子,從警官學校畢業後,隨著辦案的需要,足跡遍及全台灣,相當了解基層民眾的心聲,對於是非善惡,更是絕不妥協,侯友宜2018年投入人生第一場選舉,就是希望團結台灣,不分黨派、不分族群,一起讓國家、社會更和諧,減少政治對立下的衝突與撕裂。","(編輯:郭無患)1120601 侯友宜不排斥侯習會 促賴清德說清楚贊成或反對台獨 傳柯侯郭下週見面 侯友宜:謝謝關心 侯辦行動劇諷浮編特別預算 綠:惡意扭曲 賴清德反對重啟服貿 侯辦:放任服務業低薪 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。","[{""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""民進黨"", ""party"": ""DPP""}]",[],False,,01_Ho_chinatimes_news,2023-06-01 10:11:00,L1-14,8.3,boundary_semantic|l2_L2-03|l2_L2-04|l2_L2-11|has_speaker|has_target|claim|good_length,l1_gap_filling
_75a875ec09a5_u003,"針對兩岸關係,他主張「台灣自主、兩岸和平」,維持現有的民主、自由政治制度與生活方式,願意在對等、尊嚴前提下展開交流,他辦過雙城論壇、世大運,具備成功和中國大陸打交道經驗,從未讓台灣權益受損。",claim,"柯文哲在第一輪發言時表示,台灣本來就是移民社會,只要住在台灣、認同台灣、喜歡台灣就是台灣人,希望建構團結和諧社會,政治要落實每一天,人民才是政治主體,而非意識形態。","透過 Google News 柯文哲表示,將以「5個互相」與對岸互動,包含互相認識、互相了解、互相尊重、互相合作、互相諒解,理解各有困難,希望找出彼此可接受方案。",[],"[""兩岸|cross-strait""]",False,,02_Ke_chinatimes_news,2023-12-20 19:51:00,L1-14,8.3,boundary_semantic|l2_L2-02|l2_L2-04|l2_L2-09|has_speaker|has_target|claim|good_length,l1_gap_filling
_08e54e529541_u014,"黨政人士表示,蔡英文除了不像前兩任總統在第二任後期涉入弊案,或是陷入爭議性的議題,再加上她在總統任期內強化國防、總體經濟的成長,以及加入國際民主陣營,讓台灣被世界看見,並維持兩岸現況的穩定,都讓國人願意讓賴清德接續蔡英文路線,讓現有的執政團隊繼續協助治理國家。",claim,"最後一點,黨政人士表示,選舉結果代表蔡英文這八年執政獲得國人肯定,去年底的媒體民調顯示,蔡英文總統執政8年施政滿意度有43.5%,可以說是近20年來,卸任前夕獲得國人最高支持度的總統。","透過 Google News 不過,黨政人士也對上述觀察做出提醒,中國的介選愈來愈靈活、細膩,在現有的基礎上持續變化,目的除了試圖控制選舉,也訴求破壞國人對於民主的信心;","[{""name"": ""賴清德"", ""party"": ""DPP""}]","[""兩岸|cross-strait""]",False,,03_Lai_chinatimes_news,2024-01-13 20:53:00,L1-14,8.3,l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-07|l2_L2-10|has_speaker|has_target|claim|good_length,l1_gap_filling
_d3ea8b47e4fe_u011,"以前國民黨執政時,民眾關心經濟、貿易、文化、觀光等,現在卻是擔憂戰爭風險,所以這次選舉首要目標就是國家安全。",context,"侯友宜致詞表示,日前他出訪日本,被日本政界問及台海局勢與危機問題;","朱立倫致詞指出,新竹縣近年發展快速,未來要繼續靠侯友宜及楊文科在中央、地方共同努力,讓新竹縣繼續大發展,並要靠所有同黨同志團結一心,下架民進黨。","[{""name"": ""國民黨"", ""party"": ""KMT""}]",[],False,,03_Lai_chinatimes_news,2023-08-04 20:49:00,L1-14,8.3,boundary_semantic|l2_L2-03|l2_L2-06|l2_L2-07|l2_L2-12|has_speaker|has_target|good_length,l1_gap_filling
_42c7342cbc72_u003,"總統大選登記截止(11/24)後,多家民調傾巢而出,游盈隆6日在臉書發文建議選民可透過3點判準去看手中的民調,「第一,民調是否採『真人電話訪談』,如果是,可以採納,如果不是,可擱置;第二,民調是否採市話/手機並用,例如73比或各半,如果是,優先採納,如果不是,可存參;第三,民調機構是長期穩定經營的,或臨時蹦出來的,前者通常比後者可信。秉持這3原則看民調,會獲得比較接近真實的選情。」 綜合各家民調數據,當前選情似乎變成傳統藍綠對決,白色力量被邊緣化,但游盈隆不以為然,「對於當前2024民調大戰,我的感覺是,不下於2000年總統大選,甚至在某些方面尤有過之。例如,本應屬於競總內參的滾動式民調,現在有民調機構直接公佈,特別是因為『全市話』民調會高估2大黨候選人支持度,嚴重不利小黨候選人,再加上媒體的推波助瀾,因此柯文哲最近被打的很慘,如果不耐打,很可能很快會被打趴在地。這或許符合2大黨眼前的利益,但當中牽涉到的『民調責任倫理問題』,社會應給予適度的關注才對。」 游盈隆表示,「我對目前選情的觀察是,綠藍白仍呈三足鼎立態勢,但『賴蕭配』已逐漸拉開與『侯趙配』及『柯吳配』的差距,最近一次(12/4)匯流民調採市話/手機各半,共2千份樣本,結果是賴蕭三成七、侯趙二成八、柯吳二成六,應該是相對比較接近真實的。由於藍白相去不遠,除非未來出現慘烈的棄保效應,否則,賴蕭配將逐漸走出8年魔咒(指近16年來執政滿8年都會政黨輪替)陰影。」 游盈隆也呼籲,劣質民調或假民調雖然不能決定選舉結果,但這種民調若充斥台灣大選,絕對是有害正常、健康、公平的選舉競爭,不利台灣民主發展,甚至成為台灣民主的汙點和恥辱,「選民必須正視,民調發佈者也應自我克制」。",quote,"游盈隆也分享自己對於當前選情的看法,指民進黨、國民黨和民眾黨仍呈三強鼎立態勢,但「賴蕭配」已逐漸與其他2組拉開差距。",不用抽 不用搶 現在用APP看新聞 保證天天中獎點我下載APP按我看活動辦法,"[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],False,,01_Ho_ltn_news,2023-12-07 00:31:23,L1-14,8.3,l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-05|l2_L2-06|has_speaker|has_target|quote,l1_gap_filling
_794e0e14509b_u007,"侯友宜也說,要守護中華文化,「我們的祖先同樣來自一個地方」,遵循中華民國憲法、兩岸人民關係條例,裡面載明「兩岸之間互不承認主權,互不否認治權」,並強調,中華民國前途,未來由2300萬人決定,要提升自我防衛能力,也要不斷溝通,這是領導人該負的責任,全世界領導人有責任避戰,不能引發戰爭。",claim,"首先,中華民國海內外同胞要團結一致,對自己的國家充滿信心,同時兩岸一定要重新對話、交流,讓關係回溫,產生更多信任。","潘恩受訪時則表示,基於他自己的身分,沒有辦法明確表達支持誰,但他認為侯友宜致詞的內容很振奮人心,美國會一直跟台灣站在一起,這是無庸置疑的。","[{""name"": ""侯友宜"", ""party"": ""KMT""}]","[""兩岸|cross-strait""]",False,,01_Ho_chinatimes_news,2023-09-17 10:24:00,L1-14,8.3,boundary_semantic|l2_L2-04|l2_L2-06|l2_L2-12|has_speaker|has_target|claim|good_length,l1_gap_filling
_0567d83ca2cf_u004,"賴清德表示,堅持台灣主權立場不變,未來執政四大方針「拚經濟、護民主 、強國防、保和平」,並勾勒澎湖未來發展藍圖,配合國家2050淨零轉型 政策,建設澎湖成為低碳示範城市,利用海底電纜來往供電,發展太陽能、潮汐、風力發電綠能,供應澎湖全島,交通工具全用電動車,讓澎湖發展觀光產業,賴也不忘「牽成」立委楊曜,要求群眾也要投票支持楊曜。",claim,"澎湖信賴之友會成立大會,澎湖綠營政要齊聚一堂,包括立委楊曜、縣長陳光復、南部服務中心副執行長陳慧玲、馬公市長黃健忠、議員呂黃春金、蘇育德、蔡清續、民進黨澎湖縣黨部主委顏家康等人都到場,西衛社區活動中心湧入滿滿支持者,超過千餘人,展現出勝選氣勢。","隨後賴清德等人,轉往澎湖信仰中心開台天后宮,並大啖澎湖仙人掌冰,參觀澎湖仿古磁磚畫,澎湖縣政府特別準備澎湖風味餐,包括大蛤包飯、花枝丸、月亮蝦餅、石鉅肉粽、花枝漿油條及小管麵線等,由賴清德為澎湖美食代言,同時陳光復縣長也借花獻佛,以大蛤包飯寓意包中(粽)。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,03_Lai_ltn_news,2023-06-18 13:09:43,L1-14,8.3,l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-07|l2_L2-13|has_speaker|has_target|claim|good_length,l1_gap_filling
_db02c5bbb69f_u010,"賴清德也提到,在蔡總統領導下,全民團結一致走對的路,讓台灣民主成為世界模範生、經濟優等生,國際社會也對台灣比出大拇指;",claim,"他認為,現在的文山區立委是國民黨籍,若能夠世代交替,讓新一代的年輕人上來,對地方來說會是一樁好事。","他盼望民眾支持賴清德、蕭美琴,並在蔡總統帶領的道路上繼續穩健進步。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,02_Ke_chinatimes_news,2023-12-09 22:22:00,L1-14,8.3,l2_L2-02|l2_L2-03|l2_L2-05|l2_L2-10|l2_L2-14|has_speaker|has_target|claim|good_length,l1_gap_filling
_41b5fd80bbf9_u003,"賴清德說,建設國家就像蓋房子、造工廠,團隊從規劃設計到發包動工,需要眾人的幫忙,而在蔡英文總統的領導之下,國家的進步有目共睹,未來他若當選,要推動未來願景及希望工程,建設和平民主、創新繁榮的台灣。",claim,"賴清德到新北市新莊區出席「全國工程界信賴台灣後援會成立大會」,進場時受到群眾簇擁,「總統好」、「凍蒜」聲不絕於耳,現場湧入近千人,座無虛席。","他話鋒一轉問台下,「大家可以比較一下,參選總統的各組人馬中,誰背後的團隊最完整?」民進黨有3大智庫、200多名專家學者,加上蔡總統的執政團隊,「我們已經準備好了,當選後就要捲起袖子投入建設國家的行列」。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,03_Lai_ltn_news,2023-10-21 17:35:01,L1-14,8.3,l2_L2-02|l2_L2-03|l2_L2-04|l2_L2-13|l2_L2-15|has_speaker|has_target|claim|good_length,l1_gap_filling
_7158de126bdc_u018,"(編輯:龍柏安)1130102 原文來自「亞洲自由電台」:<HTML> 蕭美琴趙少康激辯憲法九二共識 吳欣盈提台灣自主 趙少康稱恆春人盼核三延役 地方不認同 趙少康宣布辭中廣董事長 不領副總統薪水、官邸改青年住宅【全文】 政院:個資法與歐盟保護原則相同 若修法將參考國際 談執政成績 蕭美琴:民進黨比國民黨更會治國【全文】 吳欣盈砲打藍綠 自豪財經專業主打經濟牌【全文】 趙少康提問針對蕭美琴 吳欣盈:不要把我當空氣 國民黨板橋運動場開票 民眾揮舞國旗表達支持 蔣萬安陪同投票 趙少康:心情輕鬆、有信心 吳欣盈攜賀瓏小物投票 感嘆無電子投票民主缺一角 柯文哲喊已走到終結藍綠十字路口 要讓奇蹟發生 2025/03/22 22:03 2024/01/05 18:09 2024/01/03 14:10 2024/01/02 12:59 2024/01/01 11:06 2023/12/31 16:48 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。",claim,"自由亞洲電台表示其內容為錯誤解讀,GDPR適用於歐盟的27個成員國,也適用於歐洲經濟區內的非歐盟國家,包含冰島、挪威、列支敦士登,並未達50幾個。",,"[{""name"": ""蕭美琴"", ""party"": ""DPP""}, {""name"": ""趙少康"", ""party"": ""KMT""}, {""name"": ""柯文哲"", ""party"": ""TPP""}, {""name"": ""吳欣盈"", ""party"": ""TPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}]","[""國旗|symbol""]",True,,02_Ke_chinatimes_news,2024-01-02 12:59:00,L1-14,8.3,l2_L2-02|l2_L2-03|l2_L2-08|l2_L2-10|l2_L2-14|has_speaker|has_target|procedural|claim,l1_gap_filling
_fa3e95a9e48e_u002,"關渡宮董事長陳玉坤表示,期望台灣能在賴清德繼續領導下,安全、有尊嚴地在國際社會上立足。",claim,"(記者劉信德攝) 2023/10/21 11:35 〔記者甘孟霖/台北報導〕民進黨總統參選人、副總統賴清德今(21日)受邀,到台北市北投關渡宮出席媽祖文化季活動。","賴清德上午8點15分左右抵達關渡宮,在廟方人員陪同之下進入參香祈福,接著便至座位區觀看開場藝陣、舞龍舞獅表演。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,01_Ho_ltn_news,2023-10-21 11:35:07,L1-14,7.8,boundary_semantic|l2_L2-05|l2_L2-07|l2_L2-10|has_speaker|has_target|claim,l1_gap_filling
_7a68fd8c920e_u007,"姚立明也援引現行憲法第2條、第3條,來詮釋中華民國和中華人民共和國是互不隸屬,來捍衛中華民國跟中華人民共和國互不相隸屬的現實狀況,並特別強調「協商式民主」,就是透過協商、尋求共識,要鞏固及提升執政的正當性,就要盡力讓更多人民參與決策,同時讓人民的意志與選舉結果,符合憲法直接及平等原則。",claim,"政策的形成,要打開政黨的藩籬,也要優化台灣的選舉,深化民主,更要讓新觀念進入民進黨的政策思維。","此外,據轉述,姚立明分析,柯文哲在20至29歲年輕人的支持度已經突破6成,不能再更高,但柯的支持度也只鎖在年輕人這塊,因此目前支持度已到天花板,未來只會下滑。",[],[],True,legislative,02_Ke_ltn_news,2023-07-19 17:14:43,L1-14,7.8,boundary_semantic|l2_L2-02|l2_L2-14|has_speaker|has_target|procedural|claim|good_length,l1_gap_filling
总统辩论_e76e2f37b3f6_u017,"三组候选人当中我最有经验,可以继续走蔡英文总统的外交路线,让台湾持续走入国际,赢得国际社会的支持。",claim,蔡英文总统的外交路线的确获得国际社会的肯定。,"赖清德: 那蔡英文总统的路线基本上是以台湾为优先,不循过去国民党的老路,同时以民主,自由,人权为价值,跟民主阵营站在一起未来我会以过去的经验,特别是萧美琴,过去担任美国大使。",[],[],False,,总统辩论,,L1-14,7.8,boundary_semantic|l2_L2-05|l2_L2-08|l2_L2-10|has_speaker|has_target|claim,l1_gap_filling
_7a68fd8c920e_u007,"姚立明也援引現行憲法第2條、第3條,來詮釋中華民國和中華人民共和國是互不隸屬,來捍衛中華民國跟中華人民共和國互不相隸屬的現實狀況,並特別強調「協商式民主」,就是透過協商、尋求共識,要鞏固及提升執政的正當性,就要盡力讓更多人民參與決策,同時讓人民的意志與選舉結果,符合憲法直接及平等原則。",claim,"政策的形成,要打開政黨的藩籬,也要優化台灣的選舉,深化民主,更要讓新觀念進入民進黨的政策思維。","此外,據轉述,姚立明分析,柯文哲在20至29歲年輕人的支持度已經突破6成,不能再更高,但柯的支持度也只鎖在年輕人這塊,因此目前支持度已到天花板,未來只會下滑。",[],[],True,legislative,03_Lai_ltn_news,2023-07-19 17:14:43,L1-14,7.8,boundary_semantic|l2_L2-02|l2_L2-14|has_speaker|has_target|procedural|claim|good_length,l1_gap_filling
_e139f2b1b488_u007,"(編輯:張若瑤)1130111 德國之聲專訪 馬英九:就兩岸關係而言必須相信習近平 馬英九稱兩岸關係須相信習近平 柯文哲:相信自己比較安全 馬英九稱兩岸關係必須相信習 曹興誠:虛偽的一群人 賴清德:九二共識若走到底 台灣會跟香港一樣 侯友宜:與馬英九意見不同 任內不會觸及統一問題 馬英九將缺席藍營選前之夜 馬辦:沒有受邀 德國12年來首次賀台選舉 凸顯對台政策轉變 綠:藍敗選因對中政策、靠攏深藍、抹黑外交國防 彭博:賴清德當選總統 中國對台政策面臨新挑戰 習近平:政法工作要堅持發展「楓橋經驗」 2024/01/22 16:57 2024/01/11 17:58 2024/01/11 17:49 2024/01/11 15:59 2024/01/11 15:07 2024/01/11 14:58 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。",claim,"國民黨總統候選人侯友宜昨天則表示,馬英九這番想法,跟他有些不同,他對大陸的意圖,從來沒有存在不切實際的想法。",,"[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""侯友宜"", ""party"": ""KMT""}, {""name"": ""柯文哲"", ""party"": ""TPP""}, {""name"": ""藍營"", ""party"": ""KMT""}]","[""兩岸|cross-strait""]",False,,01_Ho_chinatimes_news,2024-01-11 15:59:00,L1-14,7.8,l2_L2-03|l2_L2-04|l2_L2-07|l2_L2-10|l2_L2-14|has_speaker|has_target|claim,l1_gap_filling
meeting2_5abdc99432aa_u017,"三组候选人当中我最有经验,可以继续走蔡英文总统的外交路线,让台湾持续走入国际,赢得国际社会的支持。",claim,蔡英文总统的外交路线的确获得国际社会的肯定。,"赖清德: 那蔡英文总统的路线基本上是以台湾为优先,不循过去国民党的老路,同时以民主,自由,人权为价值,跟民主阵营站在一起未来我会以过去的经验,特别是萧美琴,过去担任美国大使。",[],[],False,,meeting2,,L1-14,7.8,boundary_semantic|l2_L2-05|l2_L2-08|l2_L2-10|has_speaker|has_target|claim,l1_gap_filling
_8651aff9a9d3_u000,"賴清德接受網路節目「下班瀚你聊」專訪時指出,若由他當選總統,兩岸發生戰爭的機率最低,因為他最有能力守護國家的安全。",claim,,"(資料照) 2023/11/06 05:30 〔記者陳政宇、廖雪茹、蔡彰盛/綜合報導〕在野陣營不斷操作「賴清德當選,兩岸會發生戰爭」、「會修憲改國號」等論述。","[{""name"": ""賴清德"", ""party"": ""DPP""}]","[""兩岸|cross-strait""]",False,,01_Ho_ltn_news,2023-11-06 05:30:00,L1-14,7.3,boundary_semantic|l2_L2-04|l2_L2-07|has_speaker|has_target|claim|good_length,l1_gap_filling
_fa3e95a9e48e_u005,"陳玉坤致詞說,關渡宮300多年來扶持媽祖,堅持打造最美、最單純的媽祖信仰中心,集結所有社會良善的力量,讓台灣穩定,希望未來台灣在賴清德繼續領導下,能夠安全有尊嚴地在國際社會上立足,台灣人絕對有辦法為國際做出貢獻。",claim,與會的來賓還有台北市長蔣萬安、立委吳思瑤等人。,"他也向蔣萬安勉勵,希望能將北市打造成適合生養、教育的國際城市。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,01_Ho_ltn_news,2023-10-21 11:35:07,L1-14,7.3,l2_L2-04|l2_L2-05|l2_L2-07|l2_L2-10|has_speaker|has_target|claim|good_length,l1_gap_filling
