id,candidate,party,source_type,date,sentence,L1_label,L1_reasoning,L2_labels,L2_reasoning,spans,content_frames,style_markers,ideological_phrases,confidence,uncertain_boundary,error
_6e004b64c11b_u015,赖清德,DPP,news,2023-04-20 15:58:00,"談到此刻的心情,何志偉說,人沒有心情或情緒是不可能的,但他現在心裡中抱持著感謝,要恭喜王世堅,也要謝謝每位跟他揮手的民眾,他心中最重要的事,就是賴副總統贏得總統大選,大我永遠勝過小我。",L1-07,文本核心聚焦於何志偉的情緒狀態描述，包括心情、感謝與大我勝過小我的情感表達,L2-10|L2-12|L2-14,L2-10體現在情緒狀態的公開表達，L2-12強調大我勝過小我的公共責任感，L2-14隱含團結號召的意味,人沒有心情或情緒是不可能的|心裡中抱持著感謝|大我永遠勝過小我,情緒管理與感謝表達|集體利益優先於個人利益|選舉結果的接受與祝賀,個人情感坦露|謙遜包容語氣|集體主義價值觀,大我永遠勝過小我,high,,
_4dbd2eac54ee_u000,赖清德,DPP,news,2023-08-02 19:01:00,"侯友宜談訪日感受:日本政要憂慮台海危機 2023/8/2 19:01 (8/2 19:18 更新) (中央社記者王承中台北2日電)國民黨總統參選人侯友宜今天結束訪日行程返台,他表示,訪日見到的日本政要、意見領袖,包括前首相麻生太郎,都在關心台海局勢,充分展現日方對台海危機的憂慮,而他也充分表達「我要用我的生命顧台灣,至死不渝」。",L1-03,文本核心聚焦日本政要對台海局勢的憂慮，屬於安全威脅議題,L2-01|L2-07,L2-01體現將台灣作為國家主體討論安全事務，L2-07建構台海危機的共同威脅,"日本政要、意見領袖...都在關心台海局勢|充分展現日方對台海危機的憂慮|我要用我的生命顧台灣,至死不渝",台海安全威脅|國際關注台海|生命捍衛台灣,憂慮情緒渲染|宣誓性語言|國際視角背書,台海危機|顧台灣|至死不渝,high,,
_a17b09923441_u002,赖清德,DPP,news,2023-07-06 13:20:00,"侯友宜:核廢若能處理 核三核二延役、核一能再啟動就啟動 台電:新北卡核廢乾貯 侯友宜提重啟核一令人費解 國民黨今天召開「台灣憂缺電,民進黨欠電」記者會,發言人楊智伃指出,台灣民眾感受到台灣陷入缺電危機,甚至連美國商會白皮書中都直指「台灣政府在決定淘汰核能發電後,雖把未來的能源安全寄託在再生能源的開發上,但進度卻嚴重落後,導致成本提高」。",L1-01,文本核心聚焦核能發電政策對能源供應與成本的經濟影響，涉及能源安全與發電成本等經濟議題,L2-07|L2-09,L2-07體現在建構缺電危機論述，L2-09體現在與再生能源進度落後的成本比較,台灣民眾感受到台灣陷入缺電危機|再生能源的開發上，但進度卻嚴重落後，導致成本提高,缺電危機論述|能源政策評估|成本效益分析,問題指責語氣|引用外部權威佐證,台灣憂缺電|民進黨欠電|能源安全,high,,
_66a8fc75d132_u009,赖清德,DPP,news,2023-09-09 17:15:00,"賴清德說,有主權才有民主,有民主才有自由,有自由才有宗教自由,「過去,隔壁(中國)還把神明請去廁所,現在對宗教還是壓迫,不管是天主教或基督教都遇到這樣的困難」,希望台灣主權、民主、自由、宗教都能繼續發展。",L1-02,文本核心是對中國宗教政策的道德批判，強調自由、民主等價值觀的對錯判斷。,L2-01|L2-02|L2-15,L2-01體現在將台灣預設為主權主體；L2-02通過對比中國宗教壓迫凸顯台灣獨特性；L2-15明確強調民主自由價值作為身份邊界。,"有主權才有民主,有民主才有自由,有自由才有宗教自由|隔壁(中國)還把神明請去廁所,現在對宗教還是壓迫|希望台灣主權、民主、自由、宗教都能繼續發展",主權民主自由價值鏈|中國宗教壓迫對比|台灣價值發展願景,價值排序論證|負面案例對比|願景式呼籲,有主權才有民主|宗教自由|台灣主權,high,,
_4768085535b9_u004,赖清德,DPP,news,2023-07-29 16:44:00,"他指出,司法是社會正義的防線,每任總統都希望台灣司法制度能符合民眾需要,總統蔡英文這7年來推動司法革新,包括單一窗口聯合服務中心、電子筆錄調閱服務、擴大民事訴訟的律師聘請、深夜不訊問聲押被告等等,都是過去大家共同努力的結果。",L1-06,文本核心在描述司法制度的運作與改革措施，屬於政府管理範疇,L2-01|L2-15,L2-01體現在將台灣司法制度作為國家主體論述，L2-15體現在強調司法革新符合民主價值,"司法是社會正義的防線|推動司法革新,包括單一窗口聯合服務中心、電子筆錄調閱服務|擴大民事訴訟的律師聘請、深夜不訊問聲押被告",司法制度改革|社會正義保障|政府服務優化,權威論述|政策成果列舉|正面肯定,司法革新|社會正義的防線,high,,
_b17f2fe5f024_u003,赖清德,DPP,news,2023-12-30 14:08:00,"蔡總統致詞表示,尚未從政前就有拜拜的習慣,這幾年參拜宮廟時,更感受到有拜有保庇,參拜的剎那間,腦筋會比較清明、心情比較沉穩。",L1-04,文本聚焦個人宗教信仰對心理狀態的影響，屬於生活體驗與福祉範疇,,文本僅描述個人宗教體驗，未涉及國家認同建構維度,"參拜的剎那間,腦筋會比較清明、心情比較沉穩",個人宗教體驗|心理健康效益,個人化敘述|感性描述,有拜有保庇,high,,
_53ee6be871bb_u002,赖清德,DPP,news,2023-12-18 17:02:00,"蔡總統致詞說,過去執政7年多碰到很多困難、挑戰,但台灣仍能穩定發展,是因為有人民支持,讓她能替台灣做事,希望未來的總統一樣可受大家支持,讓台灣更好。",L1-09,文本核心在分析執政成果對政治進程的影響，強調人民支持對總統施政的重要性,L2-01|L2-12|L2-14,L2-01體現在將台灣作為政治主體，L2-12強調人民支持的政治責任，L2-14呼籲團結支持未來領導,"台灣仍能穩定發展,是因為有人民支持|希望未來的總統一樣可受大家支持,讓台灣更好",執政成果歸因|政治支持的重要性|國家發展願景,領袖致詞語氣|正向肯定表述|團結呼籲,替台灣做事|讓台灣更好,high,,
_c0c31b21d6bf_u000,赖清德,DPP,news,2024-01-06 19:38:00,"「在路上」留蔡總統在海邊 導演羅景壬:盼穩健治理延續 2024/1/6 19:38 (1/7 09:06 更新) (中央社記者王心妤台北6日電)民進黨正副總統候選人賴清德、蕭美琴競選廣告「在路上」掀迴響,廣告導演羅景壬表示,希望讓台灣人意識到總統蔡英文即將離開崗位,也期待賴清德和蕭美琴延續她的穩健治理。",L1-09,文本核心聚焦於總統選舉廣告對政治權力延續的影響，明確討論蔡英文離任與賴清德、蕭美琴接替的政治後果,L2-01|L2-13,L2-01體現於將台灣總統職位視為國家治理主體，L2-13體現於對穩健治理延續的未來願景描述,希望讓台灣人意識到總統蔡英文即將離開崗位|期待賴清德和蕭美琴延續她的穩健治理,權力交接敘事|治理連續性訴求,願景式表述|正面肯定語氣,穩健治理延續,high,,
_c0c31b21d6bf_u002,赖清德,DPP,news,2024-01-06 19:38:00,"羅景壬表示,若願意跳脫信仰的迷霧,所有矛盾都能被輕易觀察出來,「單單一場君悅記者會即可證明,其執政的決心與能力,都無法使人信服。」 羅景壬說,民進黨面臨的處境是無論選舉結果為何,蔡總統都將離開職位,而國家的重大變化卻普遍沒有被人們意識且感受到,「我總相信,一切問題,台灣人都看在眼底。在藍白發動的大量仇恨言論下,人們也許疲乏,也許拒絕關心,但眼睛終究不會闔上。」",L1-07,文本聚焦於公眾對政治事件的情緒反應，如『無法使人信服』、『疲乏』、『拒絕關心』等情感描述,L2-07|L2-08|L2-10,L2-07體現在『國家的重大變化』的危機敘述；L2-08體現在『藍白發動的大量仇恨言論』的敵人設定；L2-10體現在對公眾情緒狀態的描繪與動員,"其執政的決心與能力,都無法使人信服|國家的重大變化卻普遍沒有被人們意識且感受到|在藍白發動的大量仇恨言論下,人們也許疲乏,也許拒絕關心",政治人物能力質疑|國家變化危機感|仇恨言論影響公眾情緒,情感化論述|隱喻修辭|批判性語氣,仇恨言論|執政的決心與能力,high,,
_46e17ff29ed1_u015,侯友宜,KMT,news,2023-11-23 15:39:00,"許甫表示,馬英九為在野整合做得夠多,非常感謝馬英九,希望歷史關鍵時刻,3位在野總統參選人能勇敢承擔責任;",L1-09,文本聚焦在野總統參選人應在歷史關鍵時刻承擔責任，核心是政治進程與權力格局的影響,L2-12|L2-14,L2-12體現在呼籲參選人承擔責任，L2-14體現在希望整合與團結號召,"希望歷史關鍵時刻,3位在野總統參選人能勇敢承擔責任|馬英九為在野整合做得夠多",政治責任承擔|在野整合|歷史關鍵時刻,感謝語氣|呼籲式表達,在野整合|勇敢承擔責任,medium,,
_cd49f6a3cdd9_u001,赖清德,DPP,news,2023-07-29 22:10:16,"(記者劉信德攝) 2023/07/29 22:10 〔記者陳政宇/台北報導〕前總統李登輝百年誕辰紀念新書發表暨學術討論會今(29)日登場,李登輝基金會董事長李安妮表示,「歷史」具有被遺忘性,甚至是歷經民主化的70歲老先生,都可以忘卻民主、並說「民主可以當飯吃嗎」,她期盼活化李登輝所留下的歷史文化價值,幫助大家成為一個有歷史感、有記憶的人。",L1-05,文本核心在批判對民主價值的遺忘，強調歷史記憶與民主權利的重要性,L2-05|L2-06|L2-15,L2-05體現在重新詮釋李登輝歷史價值，L2-06強調集體記憶的重要性，L2-15明確捍衛民主價值,忘卻民主、並說「民主可以當飯吃嗎」|期盼活化李登輝所留下的歷史文化價值|幫助大家成為一個有歷史感、有記憶的人,民主價值捍衛|歷史記憶傳承|批判民主遺忘現象,批判性論述|教育性呼籲|價值對比,民主可以當飯吃嗎|歷史文化價值|有歷史感有記憶,high,,
_119f85544694_u005,赖清德,DPP,news,2023-12-24 18:45:00,"賴清德說,他會擴大海洋新國門,過去在地方和中央密切配合下,基隆已成功脫胎換骨,成為國際郵輪的母港據點,他也會繼續完成大基隆歷史場景再現計畫,串聯基隆的山與海,修復4處市定古蹟和2處歷史建築,找回在地生活記憶,成為基隆文化、觀光的養分。",L1-04,文本聚焦於文化觀光建設、古蹟修復與生活記憶等民生福祉議題,L2-13,提出擴大海洋新國門、完成歷史場景再現計畫等具體未來願景,"擴大海洋新國門|完成大基隆歷史場景再現計畫|找回在地生活記憶,成為基隆文化、觀光的養分",文化觀光發展|歷史遺產保護|地方建設規劃,承諾式表述|建設性語調,海洋新國門|歷史場景再現,high,,
_d412b509d425_u009,柯文哲,TPP,news,2023-08-29 19:46:00,"他說,台北過去也一直是「對抗殖民統治」的動力所在,台北市定古蹟「台灣新文化運動紀念館」紀念蔣渭水在內當時的一群年輕人,對抗殖民統治的民族精神,「那時就有許多的前輩到大陸接受教育,可見兩岸、可見台北與上海的關係,始終都與大時代緊密關聯。」 蔣萬安說,歷史是延續的,現實是發展的。",L1-05,文本聚焦於對抗殖民統治的民族精神與歷史延續性，強調群體權利與平等價值,L2-05|L2-06,L2-05體現在重新詮釋歷史事件意義，L2-06體現在調用共享歷史經驗強化當下認同,"對抗殖民統治的民族精神|歷史是延續的,現實是發展的|可見兩岸、可見台北與上海的關係,始終都與大時代緊密關聯",歷史延續性論述|民族精神傳承|兩岸歷史連結,歷史敘事權威語氣|象徵性人物引用,對抗殖民統治|民族精神|大時代緊密關聯,high,,
_ff4754bd104f_u001,赖清德,DPP,news,2023-12-10 21:55:43,"(史明教育基金會提供) 2023/12/10 21:55 〔駐日特派員林翠儀/東京10日報導〕被稱為台獨「歐吉桑」的台灣獨立運動先驅史明(本名施朝暉),位於東京的故居修復完畢正式開幕,史明教育基金會等台日相關團體選在10日世界人權日,於史明的母校早稻田大學舉辦「東京新珍味史明紀念館」開館講演會,蔡英文總統在史明晚年與他互動密切,今天透過影片跨海祝賀,感謝他為台灣留下一座充滿歷史記憶與象徵的建築。",L1-04,文本聚焦於史明故居修復開幕的文化意義與歷史記憶保存，屬於人文關懷範疇,L2-01|L2-03|L2-06,L2-01體現在將台灣作為主體敘事，L2-03體現在故居作為國家象徵，L2-06體現在歷史記憶的塑造,被稱為台獨「歐吉桑」的台灣獨立運動先驅史明|東京新珍味史明紀念館開館|為台灣留下一座充滿歷史記憶與象徵的建築,獨立運動先驅紀念|歷史記憶保存|文化象徵建構,尊稱敘事|儀式性語言|象徵性表述,台獨歐吉桑|台灣獨立運動先驅|歷史記憶與象徵,high,,
_10d1ed299d47_u023,赖清德,DPP,news,2023-11-20 10:40:00,"因為有張芳瑜,「今年美國亞洲小姐第一次有台灣代表,看到她站上這麼大的舞台真的很激勵人心,她激發了全世界許多年輕女孩支持台灣,為台灣加油。」(編輯:陳慧萍)1121120 俄國佳麗選美穿大紅禮服 烏克蘭小姐怒斥鮮血色 環球小姐選美首次 2跨性別佳麗同台爭豔 台灣佳麗受中國打壓 檳城大會無法上台委屈落淚 挺過中國打壓 台灣佳麗高曼容國際選美賽獲4獎 「熱炒」躍然紙上 梁楷平用插畫尋找文化記憶 歷來最年長法國小姐 34歲空服員摘下后冠 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。",L1-07,文本核心在描述台灣佳麗參賽引發的激勵與支持情緒，如'真的很激勵人心'、'激發了全世界許多年輕女孩支持台灣'，聚焦情感動員而非政策或安全議題。,L2-10|L2-11,L2-10體現在'激勵人心'、'為台灣加油'等共同情感動員；L2-11體現在台灣代表站上國際舞台激發自豪感與支持。,"看到她站上這麼大的舞台真的很激勵人心|她激發了全世界許多年輕女孩支持台灣,為台灣加油",國際選美賽事參與|台灣代表激勵效應|全球支持動員,情感化敘述|鼓舞性措辭,支持台灣|為台灣加油,high,,
_7c95ff64186d_u005,侯友宜,KMT,news,2023-08-30 11:07:44,"龔正還說,「民族復興,國家強盛,兩岸中國人才能過上富足美好的生活」,他相信「歷史不能選擇,現在可以把握,未來可以開創」,只要和衷共濟,共同奮鬥,「就可以共創中華民族偉大復興的美好未來。」 蔣萬安以「雙城好,兩岸好」為主題發表演講,他以「江湖行舟」形容兩岸關係,認為不該是「過盡千帆皆不是」,但也不應該一廂情願的認為「輕舟已過萬重山」,而是要在困難中找尋方向,在迷霧中要冷靜思索,雙城論壇以務實、理性、誠懇的對話,持續各領域的交流合作,「雙城好、兩岸好」的期待必定可為。",L1-08,文本核心是两岸政策交流与未来合作方向的讨论，聚焦于政策对话与交流合作的过程。,L2-13|L2-14,L2-13体现在对中华民族复兴美好未来的愿景描绘；L2-14体现在呼吁和衷共济、共同奋斗的团结号召。,"就可以共創中華民族偉大復興的美好未來|雙城論壇以務實、理性、誠懇的對話,持續各領域的交流合作",两岸关系发展|民族复兴愿景|城市交流合作,愿景式修辞|比喻性语言|建设性语调,"民族復興|兩岸中國人|雙城好,兩岸好",high,,
_2262e5a23bba_u008,赖清德,DPP,news,2023-12-20 21:59:00,"近來,賴清德萬里老家違建爭議延續,他在政見發表會當場宣示,願意把房子交付公益信託,優先做為「礦工生活紀念館」。",L1-08,文本核心在於政治人物對爭議政策的具體處置方案與承諾，屬於政策制定與評估範疇,L2-06,將私人房產轉為礦工紀念館的提議，旨在塑造特定群體的集體歷史記憶,願意把房子交付公益信託|優先做為「礦工生活紀念館」,違建爭議處理|公益信託承諾|歷史記憶保存,政治承諾式表述|爭議化解導向,公益信託|礦工生活紀念館,high,,
_4b8e0711338d_u002,侯友宜,KMT,news,2023-07-11 05:30:00,"而這段歷史的主舞台就位於前空軍桃園基地,市府於二○一六年將包括黑貓中隊棚廠在內的七處建築設施群指定為市定古蹟,並在文化部、國防部協助下,共投入六.四五億元經費正進行古蹟修復、活化,「再造歷史現場」,並長期規劃發展成為航空城博物館園區,期望未來開放國人參觀時,能感受到前人以青春、血淚乃至生命為代價而換來的國家安定,認知沒有廉價的國防。",L1-04,文本聚焦於文化遺產保存、歷史教育與民眾參觀體驗，屬於人文關懷與生活品質範疇,L2-05|L2-06|L2-11|L2-12,L2-05體現在對黑貓中隊歷史的重新詮釋，L2-06透過共享記憶強化認同，L2-11激發對前人犧牲的崇敬，L2-12喚醒國防責任感,前人以青春、血淚乃至生命為代價而換來的國家安定|認知沒有廉價的國防|再造歷史現場,歷史遺產保存|國防教育|集體記憶建構,教育性敘述|情感呼籲|官方規劃語氣,再造歷史現場|國家安定|沒有廉價的國防,high,,
_fde8a788585c_u000,赖清德,DPP,news,2023-12-11 14:33:00,"返成大追思黃崑巖 賴清德:他交給台灣國際級醫學院 2023/12/11 14:33 (12/11 19:31 更新) (中央社記者葉素萍台北11日電)副總統賴清德今天回到母校成大醫學院,參加創院院長黃崑巖90歲冥誕紀念活動,他感謝過去師長的教導,感念黃崑巖建立尊嚴、自主、奉獻的醫學院文化,培養具備人權、人文、人本等素質的醫生,交給台灣社會一個國際級醫學院。",L1-04,文本聚焦於醫學教育對個人素質培養與社會福祉的貢獻，強調人文關懷與生活品質,L2-05|L2-11,L2-05體現在對黃崑巖歷史貢獻的重新詮釋，L2-11體現在對醫學院成就的讚美與自豪,感念黃崑巖建立尊嚴、自主、奉獻的醫學院文化|培養具備人權、人文、人本等素質的醫生|交給台灣社會一個國際級醫學院,教育成就回顧|人文素養培育|歷史人物貢獻,感恩語氣|正面評價|紀念性敘述,人權、人文、人本|國際級醫學院,high,,
_2262e5a23bba_u008,侯友宜,KMT,news,2023-12-20 21:59:00,"近來,賴清德萬里老家違建爭議延續,他在政見發表會當場宣示,願意把房子交付公益信託,優先做為「礦工生活紀念館」。",L1-08,文本核心在政治人物對個人爭議的政策性回應與公益用途規劃，屬於政策制定與評估範疇,L2-06,將私人房產規劃為礦工紀念館，意在塑造集體記憶與歷史認同,願意把房子交付公益信託|優先做為「礦工生活紀念館」,違建爭議處理|公益信託轉型|歷史記憶保存,宣示性表態|公益導向修辭,礦工生活紀念館,high,,
_2262e5a23bba_u008,柯文哲,TPP,news,2023-12-20 21:59:00,"近來,賴清德萬里老家違建爭議延續,他在政見發表會當場宣示,願意把房子交付公益信託,優先做為「礦工生活紀念館」。",L1-08,文本核心在政治人物對個人爭議的政策性回應與方案設計，涉及公益信託的具體執行方式,L2-06,將個人房產轉為礦工生活紀念館，意在塑造特定群體的集體記憶與歷史認同,願意把房子交付公益信託|優先做為「礦工生活紀念館」,違建爭議處理|公益信託方案|歷史記憶保存,宣示性表態|公益導向修辭,公益信託|礦工生活紀念館,medium,L1邊界：雖涉及個人爭議，但核心在政策回應而非道德評價,
_4b8e0711338d_u007,侯友宜,KMT,news,2023-07-11 05:30:00,"口述歷史方面,文化局製作《鐵翼榮光》前桃園空軍基地傳奇主題影片,另進行文史調查、文物徵集等工作,陸續推出航空城影像紀錄冊《憶載航空城》、第一部航空城人文變遷紀錄片《記憶家園》,並成立航空城文史調查駐地工作站進行調查推廣、展示等活動,出版《打開時空寶盒:嬉遊大園文化資產》圖文書將深入校園暑期營隊,上月五日製作3D遊戲〈黑貓:逆光〉上線,希望藉由重現歷史場域的種種努力,讓國人更加了解國防歷史與其代表的意涵。",L1-04,文本聚焦文化局製作歷史主題影片、紀錄片及教育活動，旨在提升民眾對國防歷史的文化認知與生活連結，屬於人文關懷範疇。,L2-05|L2-06|L2-11,L2-05體現對歷史事件的系統性重新詮釋；L2-06通過文物與紀錄塑造共享記憶；L2-11透過「鐵翼榮光」等詞彙激發民族自豪感。,製作《鐵翼榮光》前桃園空軍基地傳奇主題影片|出版《打開時空寶盒:嬉遊大園文化資產》圖文書將深入校園|讓國人更加了解國防歷史與其代表的意涵,歷史文化保存推廣|國防歷史教育|社區記憶傳承,教育性敘述|正向價值導向|文化建設語調,鐵翼榮光|國防歷史|記憶家園,high,,
_0dd161ee429a_u005,赖清德,DPP,news,2023-05-11 23:29:32,"「我們要堅持『九二共識』、反對『台獨』分裂行徑和外部勢力干涉,維護台海和平穩定,推動兩岸關係和平發展,推進祖國統一大業,為兩岸同胞謀福祉,為中華民族謀復興。」 宋濤還稱,對所有為兩岸關係和平發展作出貢獻的台灣同胞,歷史和人民不會忘記。",L1-08,文本核心在闡述兩岸關係的政策立場與目標，包括堅持共識、反對分裂、推動和平發展等政策方向。,L2-04|L2-13|L2-14,L2-04體現在以『九二共識』作為政策正當性基礎；L2-13體現在提出『祖國統一大業』『中華民族復興』等共同願景；L2-14體現在呼籲堅持共識反對分裂的團結號召。,"堅持『九二共識』、反對『台獨』分裂行徑|推動兩岸關係和平發展,推進祖國統一大業|為中華民族謀復興",兩岸政策立場闡述|和平發展目標|民族復興願景,官方政策表述|願景導向修辭|集體動員語氣,九二共識|反對台獨|祖國統一|中華民族復興,high,,
_00f09b143ff3_u012,侯友宜,KMT,news,2024-01-07 19:44:00,"侯友宜呼籲集中選票,支持在野最強的侯康配,選舉剩下6天,1月13日是最尊敬的故總統蔣經國逝世紀念日,蔣經國教育大家要清廉、勤政、認真、打拚,蔣經國曾說,「今天如果不做,明天會後悔」;",L1-09,文本核心在於選舉投票策略與選情影響，強調集中選票支持特定候選人組合以影響選舉結果。,L2-05|L2-06|L2-14,L2-05體現在重新詮釋蔣經國歷史言論服務當前選舉；L2-06體現在調用蔣經國共享記憶鞏固共識；L2-14體現在直接呼籲集中選票團結支持。,"侯友宜呼籲集中選票,支持在野最強的侯康配|蔣經國教育大家要清廉、勤政、認真、打拚|「今天如果不做,明天會後悔」",選舉投票策略|歷史人物精神傳承|政治行動號召,呼籲性語言|權威引用|緊迫感營造,集中選票|清廉勤政認真打拚|今天不做明天後悔,high,,
_c80fd45b2cdc_u006,赖清德,DPP,news,2023-07-17 20:16:00,"賴清德表示,2018年他擔任行政院長,花蓮發生地震,安倍寫了台灣加油的話鼓勵台灣人,當台灣鳳梨受到中國抵制,農民生活出現困難,安倍為了推銷台灣鳳梨,不但自己購買來吃,還拍影片在網路傳播,「真的是令人非常感動、非常溫暖的人。」 賴清德說,當台灣面臨疫情威脅,安倍當時幫忙促成日本政府捐贈疫苗累計數量超過420萬劑,幫台灣度過難關,安倍對台關心支持,所做的遠比他剛講得更多,",L1-07,文本核心在表达对安倍晋三帮助台湾的情感反应，如'非常感动、非常温暖'，强调情绪体验而非政策分析或安全威胁,L2-10|L2-11,L2-10体现在通过具体事例激发集体感恩情绪；L2-11通过列举日本对台援助成就来激发民族自豪感,"真的是令人非常感動、非常溫暖的人|安倍對台關心支持,所做的遠比他剛講得更多",国际友人援助|感恩叙事|共同度过难关,情感化表达|褒扬性语言|个人见证,台灣加油|度過難關|關心支持,high,,
_4cd960cf1b76_u006,柯文哲,TPP,news,2023-06-30 08:03:00,"易思安指出,過去40年來,尤其是近幾年,所有證據都顯示當台灣對事實妥協、美台間保持不必要距離,或避免激怒中共時,只會讓自身變得更脆弱、更無力,且損及國家安全。",L1-03,文本核心論述台灣對中共妥協會導致自身脆弱無力並損及國家安全，聚焦於安全威脅與脆弱性,L2-07|L2-08,L2-07建構台灣面臨的生存危機，L2-08將中共設定為共同敵人,只會讓自身變得更脆弱、更無力|損及國家安全|避免激怒中共時,安全威脅論述|妥協導致脆弱|外部壓力風險,警告性語氣|因果歸因|威脅論述,國家安全|激怒中共,high,,
_5ebb9b677979_u005,赖清德,DPP,news,2023-12-22 20:00:00,"接著,趙少康轉以國語發聲,猛打賴清德萬里老家爭議,質疑賴清德日前在首場電視政見發表會上表示,願將萬里老家交付公益信託,優先做為礦工生活紀念館,在他看來是三大騙,是緩兵之計、障眼法、移花接木。",L1-02,文本核心在於指控賴清德的行為涉及欺騙與不誠實，屬於道德層面的價值判斷。,L2-08,通過將賴清德描繪為使用欺騙手段的對手，建構了共同敵人的框架。,質疑賴清德...是三大騙|是緩兵之計、障眼法、移花接木,政治人物誠信質疑|政策承諾真實性批判,指控性修辭|負面標籤化,三大騙|緩兵之計|障眼法|移花接木,high,,
_73c0b56d4f50_u004,赖清德,DPP,news,2023-03-23 18:00:05,"黃守達說,不知自己是第六選區第一個登記參選的人,登記參選的初衷就是「團結、延續、守護」,團結本土陣營的所有支持者,延續過去中西南區的文化建設及守護台灣這個國家,並希望過程可以帶動更多人認同民進黨,認同這段期間我們在這個選區的種種努力,他自己也是年輕人,希望讓台灣社會看到年輕人願意承責任,年輕人要跟台灣整國家社會一起來努力、一起來面對接下來迎向的挑戰。",L1-09,文本核心聚焦於選舉參選對政黨認同、年輕人參與及政治動員的影響，屬於政治後果分析,L2-01|L2-12|L2-14,L2-01體現在將台灣預設為國家主體；L2-12強調年輕人承擔責任；L2-14直接呼籲團結,守護台灣這個國家|希望讓台灣社會看到年輕人願意承責任|團結本土陣營的所有支持者,選舉動員|政黨認同建構|青年政治參與,使命宣示語氣|集體動員修辭,守護台灣這個國家|團結本土陣營|年輕人承責任,high,,
_6dac1b78a4c3_u005,柯文哲,TPP,news,2023-04-25 10:59:05,"「我要請各位相信,瓜國將繼續站在中華民國台灣這邊,作為最堅實的邦交國!」賈麥岱表示,雙方將持續深化各領域合作,特別是醫療衛生、經濟及基礎建設方面,作為台灣在國際社會理念相近的國家及民主夥伴,瓜國已經準備好與台灣攜手並進,朝國家發展繁榮的目標前進。",L1-08,文本核心在於闡述雙邊合作政策的持續與深化，聚焦於政策執行與國際夥伴關係的維繫。,L2-01|L2-04|L2-15,L2-01體現於將中華民國台灣預設為國際行為主體；L2-04透過邦交國支持塑造國際合法性；L2-15強調民主夥伴關係以正當化身份。,"瓜國將繼續站在中華民國台灣這邊,作為最堅實的邦交國|作為台灣在國際社會理念相近的國家及民主夥伴|朝國家發展繁榮的目標前進",邦交關係承諾|領域合作規劃|民主價值同盟,外交宣誓語氣|夥伴關係建構|發展目標導向,中華民國台灣|理念相近的國家|民主夥伴,high,,
_67abe2ea868d_u002,柯文哲,TPP,news,2023-10-18 20:56:39,"黃金舜指出,目前民進黨不分區立委有醫師代表邱泰源、護理人員代表陳靜敏,卻無藥師代表,回顧過去疫情期間,藥界表現可圈可點,受到民眾肯定,未來政府要發展生技醫療產業、台灣大健康等政策上,藥界可以提出許多建言,期盼在國會占有1席。",L1-08,文本核心在討論專業團體在國會席次的政策代表性問題及政策建言角色,L2-01|L2-09,L2-01體現在將藥界視為政策建言主體，L2-09體現在與其他醫療專業的比較競爭,目前民進黨不分區立委有醫師代表...卻無藥師代表|未來政府要發展生技醫療產業...藥界可以提出許多建言,專業團體代表性訴求|政策建言角色定位|產業發展參與,訴求性表述|比較性論證|專業價值強調,國會占有1席|藥界表現可圈可點,high,,
_3add653665f2_u006,赖清德,DPP,news,2023-08-05 21:44:28,"至於詐騙問題,賴清德說,政府現階段關注系統性詐騙,而且是不擇手段,才是目前國人最關注的,未來會持續打擊黑金槍毒詐,生活在這塊土地的同胞才能感受到安全;",L1-03,文本聚焦詐騙問題對民眾安全造成的威脅，並承諾打擊犯罪以保障安全,L2-07|L2-14,L2-07體現在將詐騙建構為系統性危機，L2-14體現在呼籲共同應對以保障安全,"系統性詐騙,而且是不擇手段|打擊黑金槍毒詐,生活在這塊土地的同胞才能感受到安全",犯罪威脅論述|政府安全承諾|系統性風險,權威承諾語氣|危機渲染|集體安全訴求,系統性詐騙|打擊黑金槍毒詐|這塊土地的同胞,high,,
_c30977258b6c_u006,赖清德,DPP,news,2023-06-02 13:13:00,"法國總統馬克宏5月31日一改過去態度,懇請盟國給烏克蘭「具體而可靠」的安全保證,但德國總理蕭茲(Olaf Scholz)1日卻語帶保留,還說這是待戰爭結束後才要傷腦筋的問題。",L1-08,文本聚焦於法國與德國領導人對烏克蘭安全保證政策的立場差異與討論過程，核心是政策制定與外交協調。,L2-04,馬克宏呼籲盟國提供安全保證，涉及通過國際合作與承諾來塑造政策正當性。,"懇請盟國給烏克蘭「具體而可靠」的安全保證|德國總理蕭茲1日卻語帶保留,還說這是待戰爭結束後才要傷腦筋的問題",盟國政策協調|安全保證時機爭議,外交措辭保留|立場對比描述,安全保證,high,,
