id,candidate,party,source_type,date,sentence,L1_label,L1_reasoning,L2_labels,L2_reasoning,spans,content_frames,style_markers,ideological_phrases,confidence,uncertain_boundary,error,batch
452,Unknown,Unknown,conference,,"今天我们要讲医疗参照劳保健康是基本人权,它是一个普世价值,也不会因为不同的信仰、宗教、政治、经济、社会而有所不同。",L1-02,文本核心在論述醫療健康作為基本人權的普世價值與道德正當性,L2-15,文本將健康權作為普世價值強調，符合民主價值中的人權保障維度,医疗参照劳保健康是基本人权|它是一个普世价值|不会因为不同的信仰、宗教、政治、经济、社会而有所不同,健康權普世性|基本人權論述|價值超越意識形態,規範性宣告|普世價值強調|道德正當性論證,基本人权|普世价值,high,,,tierC_completion
453,柯文哲,TPP,social_media,2023/4/5 15:01,"台灣與美國同樣信仰民主自由,享有相同的價值,台灣保有自己的主體性,也期待創造更多的機會與空間。",L1-15,文本核心在界定台灣與美國共享的民主自由價值，以此正當化台灣的政治身份,L2-01|L2-02|L2-15,L2-01體現在強調台灣主體性，L2-02體現在與他者價值對照，L2-15體現在民主自由價值的強調,台灣與美國同樣信仰民主自由|台灣保有自己的主體性|享有相同的價值,民主價值共享|主體性維護|國際價值同盟,價值宣示性|正向肯定語氣|身份界定表述,信仰民主自由|保有自己的主體性|相同的價值,high,,,tierC_completion
454,赖清德,DPP,news,2023/9/23 14:27,"例如明新科大走進新竹縣新豐鄉,與在地瑞興社區及偏鄉瑞興小學合作,鼓勵青銀代間學習互動,南臺科大也和企業志工,攜手走入社區巷弄長照站據點,持續宣導失智症識能教育,有參與活動的同學說「原來長輩生活這麼大不易」、「送餐給阿公阿嬤還能聽他們的故事,很溫暖也很有收穫」、「不一定要賺大錢,行有餘力助人也能展現自己的價值」。",L1-04,文本聚焦於青銀代間學習、社區長照與失智症教育等與民眾日常生活福祉相關的議題,L2-12,文本強調學生參與社區服務的社會責任與價值體現，如「行有餘力助人也能展現自己的價值」,鼓勵青銀代間學習互動|持續宣導失智症識能教育|行有餘力助人也能展現自己的價值,社區服務|青銀共學|社會責任教育,溫馨敘事|正向經驗分享|教育性語言,青銀代間學習|展現自己的價值,high,,,tierC_completion
455,赖清德,DPP,news,2023/9/19 16:27,"此次寫真月曆由公益代言人及4位英雄人物為主題,將刑警捍衛人民安全與社會正義、打擊犯罪的模樣呈現給社會大眾,這次公益寫真月曆曆義賣所得,將全數捐給天主教善牧社會福利基金會,藉此感謝基金會關心受暴婦幼、棄虐兒等弱勢族群。",L1-04,文本聚焦於刑警保護人民安全與社會正義的公益活動，並將所得捐給關注弱勢群體的福利基金會，核心在人文關懷與社會福祉。,L2-12,文本強調刑警捍衛安全與正義的社會責任，並通過公益義賣支持弱勢群體，體現公共責任感的喚醒。,"刑警捍衛人民安全與社會正義、打擊犯罪的模樣呈現給社會大眾|將全數捐給天主教善牧社會福利基金會,藉此感謝基金會關心受暴婦幼、棄虐兒等弱勢族群",公益活動與社會正義|弱勢群體支持|刑警職責與貢獻,褒揚性描述|公益動員語氣,捍衛人民安全與社會正義|關心受暴婦幼、棄虐兒等弱勢族群,high,,,tierC_completion
456,侯友宜,KMT,social_media,2023/11/2 22:17,敵我意識包含兩個層次:對自己的認識(轉型正義)跟對中國的認識(理解敵人)。,L1-03,文本核心在於建構對中國的敵我意識與安全威脅認知，屬於衝突與安全框架,L2-02|L2-08,L2-02體現在建構我群與中國的根本區別，L2-08體現將中國明確設定為敵人,敵我意識包含兩個層次|對中國的認識(理解敵人),敵我二元對立|轉型正義作為自我認識|中國作為敵人認知,概念化論述|敵我框架建構,敵我意識|轉型正義|理解敵人,high,,,tierC_completion
457,赖清德,DPP,news,2023/1/20 19:02,"他還說,中國將繼續大力推動「中國特色大國外交」,「廣交朋友,為動蕩不安的國際環境增添穩定性」。",L1-08,文本聚焦中国外交政策的制定与执行，强调通过特定外交理念为国际环境增添稳定性,L2-04,通过强调中国特色大国外交理念，塑造中国在国际事务中的正当性与规范性角色,大力推動「中國特色大國外交」|為動蕩不安的國際環境增添穩定性,外交政策执行|国际环境稳定贡献,官方政策表述|规范性语言,中國特色大國外交,high,,,tierC_completion
458,赖清德,DPP,news,2023/7/17 14:10,"俞大㵢說,推動元首外交 增進與友邦高層情誼是政府外交工作的重點之一,阿布鐸曾在今年2月率團來台訪問,展現台巴兩國傳統友好邦誼,潘尼亞也剛在7月11日到15日以總統當選人身分率團來台訪問。",L1-08,文本聚焦於政府推動元首外交的政策執行與成果，強調外交工作的重點與具體訪問案例。,L2-01|L2-04,L2-01體現於將台灣預設為與友邦平等互動的國家主體；L2-04體現於透過友邦高層訪問展示國際認可與正當性。,推動元首外交 增進與友邦高層情誼是政府外交工作的重點之一|展現台巴兩國傳統友好邦誼,元首外交政策執行|友邦高層互訪|雙邊關係鞏固,官方敘事口吻|事實陳述導向,台巴兩國|傳統友好邦誼,high,,,tierC_completion
459,柯文哲,TPP,news,2024/1/13 22:14,"透過 Google News 民眾黨候選人邱臣遠向對手張智倫、吳崢表示敬意,他說,雖政黨不同,但一起完成精彩的選舉,展現民主精神,也盼望張智倫能為中和帶來更好的建設與發展,為民服務。",L1-09,文本聚焦選舉結果對政治格局的影響，強調跨黨派合作與民主精神的展現,L2-14|L2-15,L2-14體現在呼籲跨黨派合作服務民眾，L2-15體現在強調民主精神的展現,"雖政黨不同,但一起完成精彩的選舉,展現民主精神|盼望張智倫能為中和帶來更好的建設與發展,為民服務",選後跨黨派合作|民主精神展現|地方建設發展,敬意表達|正向期許|團結呼籲,展現民主精神|為民服務,high,,,tierC_completion
460,赖清德,DPP,news,2023/8/21 10:19,"魏貝珊說:「台灣是我的家。身為台、美公民,我想用英文幫忙訴說台灣故事。我們不斷遭到威脅,獲得支持的最好方式,便是透過我們的故事,讓世界感同身受。」 台灣民主需要人民和政府共同守護,她認為,與其邀請外國網紅來台拍攝,更重要的是要強調人民,讓世界同理台灣,展示民主價值,也就是島國的多元,最好的方式就是讓民眾說自己的故事,這也是「台灣製造」的初衷。",L1-03,文本核心在論述台灣面臨外部威脅，並強調需要守護民主，屬於衝突與安全框架。,L2-01|L2-07|L2-15,L2-01體現在將台灣預設為國家主體；L2-07建構了共同威脅的危機感；L2-15強調民主價值作為身份核心。,我們不斷遭到威脅|台灣民主需要人民和政府共同守護|展示民主價值,外部威脅論述|民主守護動員|故事訴求正當性,情感呼籲式措辭|集體認同建構,台灣是我的家|守護民主|台灣製造,high,,,tierC_completion
461,赖清德,DPP,news,2023/7/17 20:16,"賴清德說,安倍不只是國際政治家,對日本政治與印太和平有貢獻,也是非常溫暖的人,安倍的溫暖每每令人感動不已,他在擔任台南市長時,2016年發生大地震,隔天安倍就派5個日本官員來到地震現場了解需求,要提供直接協助,那種貼心令他感動。",L1-07,文本核心在描述賴清德對安倍個人特質的情感反應與感動體驗，而非政策分析或政治後果,L2-10,通過描述安倍的溫暖行為來激發共鳴與感動情緒，屬於情感動員範疇,安倍的溫暖每每令人感動不已|那種貼心令他感動,個人情感表達|國際友誼敘事|災難援助回憶,感性描述|正面褒揚|個人見證,國際政治家|印太和平,high,,,tierC_completion
462,侯友宜,KMT,news,2023/11/9 20:48,"賴清德也提到,過去他台南市長任內曾拜訪一個眷村,眷村內的長輩對國家社會也有很大的貢獻,只是我們不知道、沒有接觸,他們對故鄉的那份感情,我們也應該要了解,不必然他們跟我們意見不同,在那個專制獨裁的年代,因為被分開了,沒有機會互相認識、了解,進而能夠互相團結,但為時不晚,自始至終他一直都認為,台灣一定要團結,在國家認同取得最大公約數,用民主力量團結台灣社會。",L1-14,文本核心在於呼籲台灣社會團結與國家認同共識，強調民主力量作為團結手段,L2-14|L2-15|L2-01,L2-14體現在直接呼籲團結；L2-15強調民主價值作為團結基礎；L2-01透過國家認同建構主體性,台灣一定要團結|在國家認同取得最大公約數|用民主力量團結台灣社會,歷史隔閡與和解|國家認同共識|民主團結論述,包容性話語|歷史反思語氣|團結號召,國家認同最大公約數|民主力量團結台灣|台灣一定要團結,high,,,tierC_completion
463,侯友宜,KMT,news,2023/12/26 15:53,"賴清德表示,必須發展人工智慧,讓台灣產業化,再幫助其他產業人工智慧化,幫助廣大的中小企業順利數位轉型,妥善因應氣候變遷、淨零轉型;",L1-01,文本核心在討論人工智慧產業發展、數位轉型與淨零轉型等經濟發展議題,L2-13,提出發展人工智慧、幫助產業轉型的未來願景藍圖,"必須發展人工智慧,讓台灣產業化|幫助廣大的中小企業順利數位轉型|妥善因應氣候變遷、淨零轉型",產業發展規劃|數位轉型|氣候變遷應對,政策宣示語氣|前瞻性表述,台灣產業化|數位轉型|淨零轉型,high,,,tierC_completion
464,柯文哲,TPP,news,2023/7/17 12:24,"王婉諭表示,時力一直跟公民社會站在一起,人民期待司法改革,期待居住正義,就必須一起檢視推進。",L1-08,文本聚焦政策改革的推進與檢視過程，強調與公民社會合作推動司法改革與居住正義,L2-12|L2-14,L2-12體現在強調公民責任共同推進改革，L2-14體現在呼籲團結合作,時力一直跟公民社會站在一起|必須一起檢視推進,政策改革訴求|公民參與|社會正義議題,呼籲性語言|集體行動導向,跟公民社會站在一起|司法改革|居住正義,high,,,tierC_completion
465,赖清德,DPP,news,2023/3/18 17:28,"賴清德與磐石會企業人士合影,允諾會全力讓台灣經濟更繁榮發展,承諾會保護台灣得來不易的民主成果。",L1-01,文本核心承諾是讓台灣經濟更繁榮發展，聚焦於經濟發展議題,L2-01|L2-15,L2-01體現在將台灣作為自主經濟行為主體，L2-15體現在強調保護民主成果作為核心價值,允諾會全力讓台灣經濟更繁榮發展|承諾會保護台灣得來不易的民主成果,經濟發展承諾|民主成果保護|領導人與企業互動,允諾式語言|保護性措辭|正向發展導向,台灣經濟繁榮|民主成果保護,high,,,tierC_completion
466,侯友宜,KMT,news,2023/8/23 11:19,"台灣基進黨主席王興煥(中)、文化大學新聞學系副教授陳慧蓉(右)、台灣基進宜蘭縣立委參選人林意評(左)23日出席「全面禁抖音 民主防衛更有力」記者會,呼籲政府正視抖音危害,立法禁止抖音以保民主。",L1-03,文本將抖音定義為對民主的威脅，核心論述是防衛民主安全,L2-07|L2-08|L2-15,建構抖音為民主危機來源，設定共同敵人，並以民主價值作為防衛正當性,全面禁抖音 民主防衛更有力|呼籲政府正視抖音危害|立法禁止抖音以保民主,民主安全威脅|立法防衛措施|外部平台危害,呼籲性語言|危機論述|防衛性措辭,民主防衛|抖音危害|保民主,high,,,tierC_completion
467,侯友宜,KMT,news,2023/4/28 13:59,"謝衣鳯表示,國民黨決定總統徵召人選前,會有稍微喜歡或不喜歡誰的聲音出現,人選決定後,她相信,大家會團結一致,共同合作,贏得2024總統大選。",L1-09,文本核心聚焦於政黨內部整合對總統大選結果的影響，屬於政治後果分析,L2-14,明確呼籲黨內團結一致、共同合作以贏得選舉,"大家會團結一致,共同合作|贏得2024總統大選",政黨內部整合|選舉勝負預測|政治團結訴求,信心表達|團結號召|政治預測,團結一致|共同合作|贏得總統大選,high,,,tierC_completion
468,侯友宜,KMT,news,2023/12/29 16:41,"東海大學政治系教授沈有忠指出,柯文哲才說從未接受九二共識,要如何跟國民黨談組閣,「就是為了騙選票而已」,並強調,聯合內閣基於相同理念,兩黨是基於權力交換、共同贏得選舉。",L1-09,文本核心在分析柯文哲言論對選舉策略與政黨合作的影響，聚焦政治後果而非政策內容或道德評價,L2-08,將柯文哲的行為描述為「騙選票」，暗示其為具有惡意的政治對手，符合共同敵人設定的特徵,"柯文哲才說從未接受九二共識,要如何跟國民黨談組閣|就是為了騙選票而已",選舉策略分析|政黨合作條件|政治誠信質疑,專家引述|批判性措辭|直接引語,騙選票|聯合內閣|權力交換,high,,,tierC_completion
469,侯友宜,KMT,news,2023/11/16 16:21,"侯友宜表示,賴清德是務實台獨工作者,「你相信這會換來和平嗎,這是引戰」,唯有靠有共同理念的國民黨、民眾黨一起面對,才會創造和平契機。",L1-03,文本核心在指控台獨主張會引發戰爭，強調需要共同面對安全威脅,L2-07|L2-08|L2-14,建構台獨引發戰爭的危機論述，將特定政治主張設定為威脅源，並號召政黨團結應對,"賴清德是務實台獨工作者|你相信這會換來和平嗎,這是引戰|唯有靠有共同理念的國民黨、民眾黨一起面對",台獨引戰論述|政黨合作必要性|和平與安全威脅,指控性修辭|二元對立框架|團結呼籲,務實台獨工作者|引戰|共同理念|和平契機,high,,,tierC_completion
470,赖清德,DPP,news,2024/1/13 22:49,"(編輯:趙敏雅)1130113 賴清德蕭美琴2024總統大選勝選獲558萬票 得票率40% 全文/賴清德勝選:國家走在正確路上 告訴世界台灣站在民主這邊 柯文哲承認敗選但不放棄:4年後再把票投給柯文哲、投給民眾黨 侯友宜承認敗選:沒有完成政黨輪替 我讓大家失望了 賴清德勝選3大意義 蔡英文8年執政破解8年魔咒 藍營總統敗選基本盤持續萎縮 總統票低於政黨票 國民黨重回國會多數黨 綠營合縱連橫拚突圍 美學者:台灣大選展現成熟民主國家樣貌 打破國際媒體框架 紐時:賴清德當選總統 台灣與中國漸行漸遠 柯文哲造勢成功甩開棄保 民眾黨獲8席不分區成關鍵少數 區域、不分區立委當選名單一次看 中選會公告第11屆選舉結果 綠:避免托嬰中心監視影像保存不當 支持監管雲管理 林月琴列不分區 賴清德盼台灣擺脫行人地獄惡名 立院龍頭改選 蔡其昌:應對國會改革有想法 柯文哲:推國會改革是民眾黨集體意志 不因遊說改變 2024/01/27 18:36 2024/01/13 23:31 2024/01/13 23:05 2024/01/13 22:49 2024/01/13 17:00 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。",L1-09,文本核心聚焦選舉結果對政治格局的影響，包括政黨輪替失敗、國會多數變化及未來政治走向,L2-01|L2-15,L2-01體現在將台灣作為政治主體討論選舉結果，L2-15體現在強調民主價值與國際民主形象,賴清德勝選:國家走在正確路上 告訴世界台灣站在民主這邊|美學者:台灣大選展現成熟民主國家樣貌|柯文哲:推國會改革是民眾黨集體意志,選舉結果分析|政黨輪替議題|國會改革訴求|民主價值彰顯,事實陳述為主|引述多方觀點|政治術語使用,站在民主這邊|成熟民主國家|國會改革|政黨輪替,high,,,tierC_completion
471,柯文哲,TPP,news,2023/10/21 12:18,"不過,柯文哲說,中國的GDP持續上升,與美國對抗的壓力一定會愈來愈大,全球局勢將維持中美對抗架構,所以台灣應在此對抗架構下思考如何求取平衡,兩岸關係已不是台灣海峽兩岸,而是太平洋兩岸。",L1-03,文本核心在分析中美對抗架構下的安全局勢與台灣的平衡策略，聚焦於地緣政治壓力與安全挑戰,L2-01|L2-07,L2-01體現在將台灣預設為自主決策主體，L2-07體現在建構中美對抗的系統性危機框架,"中國的GDP持續上升,與美國對抗的壓力一定會愈來愈大|台灣應在此對抗架構下思考如何求取平衡|兩岸關係已不是台灣海峽兩岸,而是太平洋兩岸",中美對抗架構|地緣政治平衡策略|系統性危機建構,分析性論述|戰略視角|客觀預測語氣,中美對抗架構|求取平衡|太平洋兩岸,high,,,tierC_completion
472,柯文哲,TPP,news,2023/11/16 11:13,"賴清德說,「2個都不是適任的國家領導人」,2個不對的人,不會湊合在一起之後,不管誰正誰副,就可以成為對的一組,在政治上沒有負負得正的事,他的競選總部本就設定一對一的對戰模式,也有信心贏得選舉,「我們也一定會贏得這場選舉,我將帶領台灣持續在民主道路上壯大前進,走進國際社會,迎向未來,絕對不允許親中政權拖著台灣走回頭路」。",L1-09,文本核心在分析選舉對政治格局的影響，包括對戰模式設定、勝選信心及對親中政權的防範,L2-01|L2-02|L2-08|L2-15,L2-01體現在將台灣作為國家主體論述；L2-02通過民主道路與親中政權的對比建構差異；L2-08將親中政權設定為共同敵人；L2-15強調民主價值作為政治身份核心,在政治上沒有負負得正的事|我將帶領台灣持續在民主道路上壯大前進|絕對不允許親中政權拖著台灣走回頭路,選舉策略分析|民主道路論述|反親中立場,宣示性語氣|二元對立框架|未來導向承諾,民主道路|國際社會|親中政權|走回頭路,high,,,tierC_completion
473,柯文哲,TPP,news,2024/1/13 21:20,"侯友宜表示,這次國民黨全黨上下一心、空前團結,很可惜沒有完成政黨輪替,他非常謝謝在朱立倫帶領下,各縣市長與立委鼎力協助,更感謝給他滿滿關心的支持者,「我真的辜負了大家」,他要再次深深一鞠躬。",L1-07,文本聚焦於侯友宜表達對選舉結果的遺憾情緒與感謝支持者的情感反應,L2-14,強調國民黨全黨上下一心、空前團結，體現團結號召的框架,國民黨全黨上下一心、空前團結|我真的辜負了大家,選舉失利道歉|政黨內部團結|感謝支持者,情感化道歉|謙卑語氣|集體動員表述,政黨輪替|全黨上下一心,high,,,tierC_completion
474,赖清德,DPP,news,2023/12/30 16:59,"侯友宜指出,賴清德說疫情期間台灣經濟成長,房價正在降,但民進黨執政8年,房價飆漲,有學生說領不到租屋補貼,賴清德卻要學生向房東說,請問這有同理心嗎。",L1-04,文本聚焦於學生租屋困境與政治人物缺乏同理心，核心在民眾日常生活福祉與情感關懷,L2-10|L2-12,L2-10體現在質疑賴清德缺乏同理心以激發集體憤怒；L2-12體現在暗示政府應承擔解決住房問題的公共責任,有學生說領不到租屋補貼|賴清德卻要學生向房東說|請問這有同理心嗎,房價飆漲問題|租屋補貼政策執行|政治人物同理心缺失,質疑反問語氣|對比論證|民生困境描述,房價飆漲|租屋補貼|同理心,high,,,tierC_completion
475,赖清德,DPP,news,2023/4/19 12:32,"他提到,台灣綠色立委聯盟由上百位熱愛台灣、守護本土價值,不分黨派的前、現任立委組成,就像個重感情的大家庭,持續在民主發展的路上貢獻一己之力,包括總統蔡英文、副總統賴清德都是其中成員。",L1-09,文本核心在描述政治組織的成員組成及其對民主發展的貢獻，聚焦於政治人物參與對政治進程的影響,L2-01|L2-14|L2-15,L2-01體現在將台灣作為政治主體，L2-14體現在不分黨派的團結號召，L2-15體現在民主價值的強調,熱愛台灣、守護本土價值|不分黨派的前、現任立委組成|持續在民主發展的路上貢獻一己之力,政治組織描述|跨黨派合作|民主發展貢獻,正面情感詞彙|家庭隱喻|價值認同表述,熱愛台灣|守護本土價值|民主發展,high,,,tierC_completion
476,赖清德,DPP,news,2023/12/14 12:55,"最後,《經濟學人》提到,蕭美琴承諾的就是持續性,包括若賴清德當選總統,台灣將持續建立與國際盟友的夥伴關係並強化國防嚇阻力,並引述蕭美琴表示,台灣就像貓一樣,我們可以溫暖可愛,但不要招惹我們。",L1-03,文本核心在強化國防嚇阻力與警告潛在威脅，聚焦安全議題,L2-01|L2-08,L2-01體現將台灣預設為國際行為主體，L2-08透過貓的比喻設定潛在敵人,"台灣將持續建立與國際盟友的夥伴關係並強化國防嚇阻力|台灣就像貓一樣,我們可以溫暖可愛,但不要招惹我們",國防嚇阻|國際盟友合作|自我防衛警告,比喻修辭|警告語氣|主體性宣示,強化國防嚇阻力|不要招惹我們,high,,,tierC_completion
477,侯友宜,KMT,news,2023/11/1 15:36,"朱立倫指出,他們抱持坦承的心態,希望盡快找出協商的方案,目前大家正在努力當中,這中間就是情緒少一點、誠意及耐心多一點,不耐的情緒、語言少一點,最重要是換位思考、同理心,國民黨有多少支持者是從等待、期待到不滿、憤怒的情況,甚至有更情緒化的發言,最後一定是往大局、往大我的方向努力,這是他們秉持的決心。",L1-07,文本核心在描述與管理政治協商過程中的情緒狀態，強調減少負面情緒、增加耐心與同理心,L2-12|L2-14,L2-12體現在呼籲為大局承擔責任，L2-14體現在明確號召團結往大我方向努力,情緒少一點、誠意及耐心多一點|從等待、期待到不滿、憤怒的情況|最後一定是往大局、往大我的方向努力,情緒管理與同理心|政治協商過程|支持者情緒轉變,勸說性語氣|情緒狀態描述|集體責任呼籲,換位思考|同理心|往大局、往大我的方向,high,,,tierC_completion
478,赖清德,DPP,news,2023/10/21 11:35,"關渡宮董事長陳玉坤表示,期望台灣能在賴清德繼續領導下,安全、有尊嚴地在國際社會上立足。",L1-09,文本聚焦賴清德領導對台灣國際地位的影響，屬於政治後果分析,L2-01|L2-04,L2-01體現在將台灣預設為國際社會主體，L2-04體現在追求國際合法性與尊嚴,期望台灣能在賴清德繼續領導下|安全、有尊嚴地在國際社會上立足,台灣國際地位|領導延續性|國家尊嚴,期望性表述|正面期許,國際社會上立足|有尊嚴,high,,,tierC_completion
479,赖清德,DPP,news,2023/3/21 9:30,"陳建仁也說,更重要的,也希望馬前總統把台灣自由、民主價值,以及對於促進全球和平這件事,在此行中,能夠維護我國利益和國民感情,才不會讓台灣人民失望;",L1-02,文本核心在於對馬前總統此行應維護的價值與責任進行道德判斷，強調『自由、民主價值』與『不讓台灣人民失望』的倫理義務。,L2-15|L2-12,L2-15 體現於明確將『台灣自由、民主價值』界定為核心身份；L2-12 體現於要求馬前總統履行維護國家利益與國民感情的公共責任。,希望馬前總統把台灣自由、民主價值|能夠維護我國利益和國民感情|才不會讓台灣人民失望,民主價值維護|國家利益代表|領導人責任履行,期望性呼籲|價值導向表述,自由、民主價值|維護我國利益|台灣人民,high,,,tierC_completion
480,侯友宜,KMT,news,2023/12/28 13:11,"第三,在校園安全檢查部分,教育部應立刻檢討現行規範與實務上的落差,挹注更多資源在校園輔導、親職及家庭教育的不足,提升人力、經費,提供孩子成長過程更細緻的同理與關懷,健全孩子身心發展及家庭功能。",L1-04,文本聚焦於學生身心健康發展與生活環境改善，強調校園輔導、家庭教育等與民眾日常生活福祉直接相關的議題,L2-12,文本強調政府部門應承擔公共責任，挹注資源健全孩子身心發展，體現公共責任感喚醒的框架,挹注更多資源在校園輔導、親職及家庭教育的不足|健全孩子身心發展及家庭功能,教育資源投入|學生身心發展|家庭功能強化,政策建議語氣|關懷導向措辭,健全孩子身心發展|提升人力經費,high,,,tierC_completion
481,侯友宜,KMT,news,2023/11/4 13:05,"(記者翁聿煌攝) 2023/11/04 13:05 〔記者翁聿煌/新北報導〕大選進入最後倒數階段,國民黨陣營逐步升高選戰氣勢,黨提名總統參選人侯友宜今天在林金結競選總部成立大會指出,以巴戰爭死傷無數,其中許多是無辜孩童,在兩岸局勢兵凶戰危的時刻,他明確表達自己「不支持台獨,但全力捍衛台灣」的決心,希望大家支持台灣首位從基層公務員出身的侯友宜,讓台灣人免於恐懼戰爭的自由。",L1-03,文本聚焦戰爭威脅與安全風險，強調兩岸局勢兵凶戰危及免於恐懼戰爭的自由,L2-07|L2-08|L2-14,L2-07建構戰爭危機，L2-08將台獨與戰爭威脅連結為共同敵人，L2-14號召團結支持特定候選人,"兩岸局勢兵凶戰危的時刻|不支持台獨,但全力捍衛台灣|讓台灣人免於恐懼戰爭的自由",戰爭威脅論述|反台獨立場|安全保障承諾,危機渲染|對比論證|情感訴求,兵凶戰危|不支持台獨|捍衛台灣|免於恐懼戰爭的自由,high,,,tierC_completion
482,侯友宜,KMT,news,2023/12/27 16:35,"談凱旋苑 朱立倫:綠營找不到侯友宜缺點轉攻擊侯妻 2023/12/27 16:35 (12/27 18:18 更新) (中央社記者蔡孟妤高雄27日電)對於國民黨總統候選人侯友宜凱旋苑爭議,國民黨主席朱立倫今天表示,民進黨是因為找不到侯友宜缺點,才轉而攻擊他的妻子,表示民進黨選情危急,最後關頭只好出奧步。",L1-09,文本核心在分析選舉策略與對選情的影響，朱立倫指控民進黨因選情危急而採取攻擊手段,L2-08,將民進黨建構為具有惡意的共同敵人，指控其使用不正當手段攻擊對手,"民進黨是因為找不到侯友宜缺點,才轉而攻擊他的妻子|表示民進黨選情危急,最後關頭只好出奧步",選舉攻擊策略|政治鬥爭|選情分析,指控性語言|敵對框架建構|政治攻防敘事,出奧步|攻擊侯妻,high,,,tierC_completion
483,侯友宜,KMT,news,2023/12/30 16:54,"侯友宜指出,賴清德說房價正在降,但民進黨執政8年,房價飆漲,有學生說領不到租屋補貼,賴清德卻要學生向房東說,請問這有同理心嗎。",L1-04,文本聚焦於學生租屋困境與政治人物缺乏同理心，核心在民眾生活體驗與福祉,L2-10|L2-12,L2-10透過質疑同理心激發憤怒情緒，L2-12暗示政府應承擔照顧民眾的公共責任,有學生說領不到租屋補貼|請問這有同理心嗎|房價飆漲,房價問題批判|租屋補貼執行缺失|政治人物同理心質疑,對比式質問|情緒化反問|具體案例佐證,房價飆漲|領不到租屋補貼|沒有同理心,high,,,tierC_completion
484,赖清德,DPP,news,2023/4/25 20:57,"賴清德表示,在COVID-19疫情肆虐剛解封、中國對台威脅日益增強的此時,賈麥岱總統不遠千里,特地率團來到台灣,更顯這份友誼的彌足珍貴,賈麥岱總統此行也接受頒贈采玉大勳章,並將出席多個交流活動,雖然來訪的時間不長,相信必會對台灣的溫暖、良善,留下美好印象,共同凝聚彼此的穩固情誼。",L1-08,文本核心在描述外交訪問行程安排與雙邊關係強化，屬於政策執行與國際交流範疇,L2-01|L2-04,L2-01體現於將台灣預設為國際交往主體，L2-04體現於透過外國元首訪問強化國際合法性,"賈麥岱總統不遠千里,特地率團來到台灣|接受頒贈采玉大勳章,並將出席多個交流活動|共同凝聚彼此的穩固情誼",外交訪問行程|雙邊友誼強化|國際交流活動,正式外交辭令|正面情感表述|儀式性語言,來到台灣|穩固情誼|采玉大勳章,high,,,tierC_completion
485,侯友宜,KMT,news,2023/8/7 23:12,"賴清德指出,現在講台獨就是指台灣社會的共識就是,台灣不屬於中華人民共和國的一部分,台灣這塊土地所有權是屬於台灣人民全體共有。",L1-01,文本核心在論述台灣的主權歸屬與土地所有權，屬於國家資源與權力的分配議題,L2-01|L2-02,L2-01體現在將台灣建構為擁有主權與土地所有權的政治主體；L2-02體現在通過與中華人民共和國的區隔來定義台灣認同,台灣不屬於中華人民共和國的一部分|台灣這塊土地所有權是屬於台灣人民全體共有,主權歸屬論述|土地所有權主張|社會共識建構,宣示性語氣|集體歸屬表述,台獨|台灣不屬於中華人民共和國|台灣人民全體共有,high,,,tierC_completion
486,柯文哲,TPP,news,2023/7/24 10:59,"對此,朱立倫說,必須大家有共同理念、政策及想法,最重要的就是要和平安定,沒有人希望打仗,如果再讓民進黨執政下去,就是兩岸走向戰爭,必須要反對台獨造成的兵兇戰危,共同團結,真的下定決心掃除台灣的不公不義,能源政策要有不缺電的台灣,不能再搞到大缺電、黑暗的台灣, 這些共同理念才是最重要的。",L1-03,文本核心在論述民進黨執政將導致兩岸戰爭，強調兵兇戰危的安全威脅與和平安定的重要性,L2-07|L2-08|L2-14,L2-07建構戰爭危機，L2-08將民進黨設定為共同敵人，L2-14直接呼籲團結反對台獨,"如果再讓民進黨執政下去,就是兩岸走向戰爭|必須要反對台獨造成的兵兇戰危|共同團結,真的下定決心掃除台灣的不公不義",戰爭威脅論述|政黨對比框架|能源政策批判,警示性語言|二元對立修辭|危機動員,兵兇戰危|反對台獨|共同團結,high,,,tierC_completion
487,柯文哲,TPP,news,2023/10/15 13:45,"民進黨總統參選人賴清德今天上午走訪高雄美濃輔天五穀宮、旗山天后宮表示,國家主權就是所有權,籲請民眾看清兩岸局勢,接受九二共識等於放棄台灣主權。",L1-03,文本聚焦兩岸關係對台灣主權的威脅，將接受九二共識等同於放棄主權，屬於安全衝突框架,L2-01|L2-07|L2-08,L2-01體現在將台灣作為主權國家主體，L2-07建構主權喪失的危機，L2-08將九二共識設定為威脅源,國家主權就是所有權|接受九二共識等於放棄台灣主權,主權論述|兩岸對立|政治選擇後果,警示性語言|二元對立框架,國家主權|放棄台灣主權,high,,,tierC_completion
