id,candidate,party,source_type,date,sentence,L1_label_v2,L2_labels
9032,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
賴清德認為,相較藍白紛擾,他所率領的團隊絕對是一個準備完全,並且經得起考驗的團隊,在總統蔡英文8年的執政基礎下,他有信心與蕭美琴一起,在這最後的50幾天,凝聚人民共識、團結所有一切的力量,贏得選舉,讓台灣繼續在穩健向前的道路上,持續壯大,請民眾堅定支持,與他們一起迎向最後的勝利。

▶▶ 待判句 ▶▶
(編輯:蘇龍麒)1121120 柯文哲喊拚到底 藍籲持續協商、柯辦稱可各自解讀 國民黨:22日是政黨協商底線 相信柯文哲會續溝通 侯友宜:不管柯文哲怎麼決定 政黨輪替勢在必行 紐時評蕭美琴:沒有正式頭銜 卻是華府最有影響力大使之一 裴洛西讚蕭美琴是出色外交官及戰略思想家 讓美方學到許多 陳建仁:蕭美琴卓越表現獲台美共同肯定 賴蕭配亮相 蕭美琴:為了國家我會蹽落去 賴清德推崇蕭美琴3大特質 賴蕭配會帶領國家走對的路 蕭美琴盼APEC後公布賴蕭配 賴清德:沒想到還是第一 時代雜誌專訪 賴清德:不會認同「統一的幻想」 蕭副總統:台灣有意願能力成全球衛生體系一分子 福爾摩沙俱樂部賀賴總統就職 並嚴重關切中國軍演 民進黨主委選舉英系席次銳減 親賴陣營擁半邊天 美學者評520演說:中國作最大惡意解讀 美反應平穩 2025/05/20 12:24 2023/11/20 12:36 2023/11/20 11:34 2023/11/20 10:54 2023/11/20 10:37 2023/11/19 23:03

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9033,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
面對民眾黨總統候選人柯文哲狂嗆「讓你選也不會上」的高傲姿態,侯友宜沉住氣,先喊出「相忍為國」釋善意,也更強調自己是中華民國擁護者;

▶▶ 待判句 ▶▶
侯友宜除猛攻綠營貪腐、引戰,持續強調中華民國價值以鞏固基本盤,並推出「侯康貸」、免學費等政見牛肉搶攻年輕票;

⟪後句·僅供語境⟫
面對柯文哲來勢洶洶,侯友宜不斷呼籲集中選票、籌組聯合政府將延攬柯文哲等,盼選民自動棄保。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9034,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
賴清德競選總部發布新聞稿表示,蕭美琴今天下午現身攝影棚,接連拍攝米色及深色西裝,搭配攝影師指導動作,氣質俐落沉穩,蕭美琴不只姿勢一次到位,眼神也充滿自信,在拍攝過程中,攝影師希望蕭美琴比出「手指愛心」,蕭美琴笑回「好像在數錢」,整個拍攝棚充滿笑聲,氣氛相當融洽。

▶▶ 待判句 ▶▶
拍攝接近尾聲,蕭美琴還不忘提醒照片要趕快輸出,因為「很多人都在要」,顯見各地立委參選人都等不及要趕快合體。

⟪後句·僅供語境⟫
賴清德競總發言人郭雅慧表示,蕭美琴曾任立委,赴任駐美代表後外交工作成果亮眼,地方立委參選人引頸期盼,已經有人迫不及待換上與蕭美琴合體的看板。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9035,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
第16任總統副總統及第11屆立法委員選舉,將於明年1月13日投開票,選戰進入倒數計時階段,3黨總統參選人今天齊攻新北大票倉。

▶▶ 待判句 ▶▶
侯友宜回到本命區,在樹林區與平地原住民立委參選人鄭天財聯合造勢,現場旗海飄揚,展現陸戰實力拉抬立委參選人。

⟪後句·僅供語境⟫
侯友宜受訪時再批賴清德萬里老家事件,要求賴清德不用哽咽,而要說清楚事實,並回擊柯文哲的「急速傾中」說發,強調他會始終守著中華民國台澎金馬這塊土地、人民的安全,遵循中華民國憲法。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9036,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
所以,如果民进党选进总统府的话,我相信在对中政策上面不会有再更大的弹性了然后怎么样解决这个问题呢,怎么样解决这个跟中国没有办法谈这个问题呢,我的解读啦 应该这样讲我自己听的感觉是说要国际上的压力一起来跟中国施压那这个国际上。

▶▶ 待判句 ▶▶
吉娃娃: 国际友人。

⟪後句·僅供語境⟫
那也许中国会愿意跟民进党政府谈这样子OK 然后呢, 他也提到说在我问他说民进党能不能接受是别人,就是不是民进党的人去谈的时候。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9037,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
設定100萬戶的目標,賴副總統表示,是因為目前家戶租屋需求大約80餘萬戶,加上青年租屋需求,共約100萬戶,因此目標設定100萬戶是要滿足民眾需求。

▶▶ 待判句 ▶▶
賴副總統指出,蔡總統任內社會住宅與包租代管達20萬戶,他未來要達30萬戶,「我們絕對有信心」。

⟪後句·僅供語境⟫
未來社宅興建13萬戶部分,除了6都,其他縣市也會推廣,中央會負責總戶數的2/3,剩餘1/3由地方負責,中央也會協助。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9038,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
根據國防部最新向立法院提出報告指出,國軍M60A3已服役近30年,動力系統可靠度逐年下降,且無存量可供週轉,因此採購全新引擎數量460顆,更換下來的引擎經檢整後,可充當周轉與戰備零件。

▶▶ 待判句 ▶▶
圖解軍武》M60A3TTS「換心臟」 性能提升一次看 國防部已編列達到72.45億元的預算計畫,明年起將啟動M60A3戰車引擎外購案,希望在2028年底前,將陸軍現役M60A3戰車的引擎及變速箱全數更換。

⟪後句·僅供語境⟫
圖為M60A3戰車參與漢光演習國防戰力展示。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9039,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
他也說,這場選舉很簡單,關鍵就是選兩岸穩定,不要戰爭。

▶▶ 待判句 ▶▶
侯友宜的民調老二、老三上上下下,郭台銘說下週三人可面談; 約了沒?

⟪後句·僅供語境⟫
侯友宜參拜「茄苳媽」,受到泰安宮總主委王子豪等人歡迎,市議員蔡育輝、方一峰、國民黨立委參選人周宏昌也到場相挺。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9040,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
劉輝雄強調,對於賴清德陣營下午到新北造勢,他不曉得他們是什麼想法,「但是我們是一心一意要支持我們的鄉親侯友宜進入總統府」。

▶▶ 待判句 ▶▶
賴清德陣營今天下午選在新莊區舉辦「全國嘉義旅外鄉親信賴台灣後援會」成立大會,後援會總召集人由全國嘉義旅外鄉親信賴台灣後援會理事長劉德宗出任,全國嘉義旅外鄉親信賴台灣後援會總會長黃榮發、嘉義縣長翁章梁、立法委員蔡易餘以及行政院副院長鄭文燦等人均會到場。

⟪後句·僅供語境⟫
嘉義同鄉會聯合總會總會長劉輝雄說,嘉義人要寫歷史、出一位總統,同鄉會沒有分類,一心一意要支持鄉親侯友宜進入總統府。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9041,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
侯友宜第一輪政見發表治安怒批民進黨打詐不力,並提出提出治安三箭「一打詐、二掃毒掃槍、三除暴」政見,他表示自己會全力拚治安、壓制詐團,朝一年掃蕩、二年少1/3、三年減半目標邁進。

▶▶ 待判句 ▶▶
賴清德第一輪政見發表國家願景、建設計畫拚投資0歲~22歲,讓台灣均衡發展,並將提出完整計畫,會用加薪、減稅、少負擔來陪伴每個人走過每個階段;

⟪後句·僅供語境⟫
當中包括0到6歲國家一起養2.0、長照3.0,減輕三明治家庭的負擔,而長照3.0會強調公立安養中心的設置。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9042,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
賴副總統表示,現在蔡總統不是要選第3任,是他要選第1任,雖然政黨沒有輪替,但政權會改變;

▶▶ 待判句 ▶▶
至於核電問題,賴副總統指出,2022年台灣的綠能發電量,已超過核能發電;

⟪後句·僅供語境⟫
因為公投已經通過,核四完全不可能,核一也不可能,核二兩個機組都停機,現在只有核三,但在台灣很難說政府想怎樣就怎樣,都要溝通對話,屏東縣長、議會、立委及民眾贊不贊成都是問題。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9043,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
張鈞甯因其碩士論文題目為「我國演藝人員經紀管理之法制問題」中的「我國」二字,被質疑是台獨藝人,張鈞甯在新戲中的戲份遭到刪除,更被從演員名單中除名。

▶▶ 待判句 ▶▶
這樣的行為不僅是在傷害五月天與所有被中共打壓樂團與藝人們的粉絲,也是在傷害台灣人民的情感,這樣對兩岸關係不會有絲毫幫助,更絕對不會得到國際社會與台灣人民的認同。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9044,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
國民黨侯友宜趙少康主打政黨輪替、重返執政;

▶▶ 待判句 ▶▶
柯文哲希望挾第3大黨的勢力,成為首位非國、民兩黨出身的總統。

⟪後句·僅供語境⟫
2024選舉開票 區域立法委員當選名單【不斷更新】 2024總統立委選舉開票實況 中央社即時直播不搶快不灌票 中央社彙整中選會資料庫製作圖表,帶您掌握近幾屆總統立委選舉政黨版圖、票倉分布變化,以及不分區立委席次消長等概況。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9045,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
他說,面對區域霸權的崛起,會繼續推動蔡總統的四個堅持,來捍衛民主憲政體制、維持現狀,也會用四大支柱,向國際社會表達台灣追求民主和平的決心。

▶▶ 待判句 ▶▶
賴清德認為,必須增強國防力量、保護自己,沒辦法依賴別人,要從自己有決心做起,也要跟民主國家肩並肩站在一起發揮威懾力量,只要能夠保持對等尊嚴原則,能夠為兩岸人民增進福祉,他都很樂意與中國進行交流、甚至合作。

⟪後句·僅供語境⟫
賴清德表示,會計師是台灣經濟發展的後盾,也是企業的醫師,幫助企業健全公司體質的後盾。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9046,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
國民黨團今天於黨團記者室召開「新南向政策徹底失敗」記者會,黨團總召曾銘宗、書記長謝衣鳯出席,台北市議員李彥秀也與會。

▶▶ 待判句 ▶▶
曾銘宗指出,蔡政府上任之後,提出新南向政策,主要的政策目的包括經貿合作、人才交流、資源共享、區域鏈結,更重要的是降低對中國大陸的貿易依存度。

⟪後句·僅供語境⟫
不過,曾銘宗說,蔡政府引以為傲的新南向政策,對中國大陸依存度反而更高,對東協相關出口反而降低;

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9047,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
例如,台灣面臨中共壓迫,應加強國防力量及軍事採購,備戰才能止戰;

▶▶ 待判句 ▶▶
因應新冠肺炎衝擊,政府提出防疫紓困振興或疫後特別預算;

⟪後句·僅供語境⟫
各地方政府做為政績的重大建設,也都是前瞻基礎計畫預算所補助的。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9048,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
黨務改革第三槍加嚴反黑金 賴清德:改革路必須走 2023/2/15 17:19 (2/15 17:46 更新) (中央社記者葉素萍台北15日電)民進黨中執會通過黨職人員選舉辦法、公職候選人提名條例草案,加嚴排黑。

▶▶ 待判句 ▶▶
賴清德說,今天中執會無異議通過,大家認為,民進黨對當前社會治安應該要貢獻心力,這場選舉中,民進黨遭遇的批評,也應該要做斷然處理,基本上沒有人表達不同意見。

⟪後句·僅供語境⟫
(編輯:林興盟)1120215 22歲退伍士兵徒步環島登外媒 盼全民關注中共威脅 赴嘉縣輔選 蔡總統:選對人帶動台灣發展 民進黨全代會通過加嚴排黑條款 涉黑金槍毒不能參選 議員指冷鏈低溫卸貨區溫度過高 北農:有人員管控

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9049,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

▶▶ 待判句 ▶▶
〔記者陳鈺馥/台北報導〕前總統馬英九今日前往南京中山陵謁陵,揮筆寫下「和平奮鬥、振興中華」,並宣稱「振興中華是兩岸中國人不可迴避責任」。

⟪後句·僅供語境⟫
馬英九今日率團前往南京中山陵,向國民黨總理孫文參拜獻花,所致贈的花圈上寫著「中國國民黨前主席」,而非「中華民國總統」,今日下午也前往中國近代史遺址博物館(前南京總統府)參訪。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
9050,—,ARB,l207_arbitration,—,"【本題判定標籤：L2-07 凝聚與願景動員 — 使用 v11 定義，非側欄 codebook 顯示的 v10 版本】
核心判準：這句話是否承載「方向性、未來性或行動指向」？不限顯性呼籲詞——政策意願（「政府應該/必須」「持續推動」）、未來願景（「成為...」「打造...」）、集體行動事件報導、批評隱含的反向期待，皆可觸發。純事實陳述/無方向性報導→不標；主權宣示無行動指向→屬L2-01；純成就數字無行動指向→屬L2-06；民主價值定義無動員→屬L2-08。完整定義見專案 INSTRUCTIONS.md。

⟪前句·僅供語境⟫
1996年台海危機發生後,鑒於解放軍在對岸部署大量飛彈,對台灣安全帶來極大威脅。

▶▶ 待判句 ▶▶
台北不斷爭取美方提供「戰區導彈防禦系統」遭到華府以各種理由推拖阻撓,因此,台方雖暫時放棄採購俄國潛艦,然而在美方遲遲不願提供飛彈防禦系統的情況下,對於俄國類似的先進技術表達濃厚興趣。

⟪後句·僅供語境⟫
1999年5月間,在李登輝主持的一場總統府軍事會談上,決策高層決定透過俄羅斯國營聯邦單一企業管道,與俄方進一步交涉,為避人耳目,俄國特地在英國倫敦成立一家「帝國國防服務有限公司」作為白手套,專司日後代理軍品銷售台灣事宜。

請在下方「L2 子框架」勾選是否含 L2-07（可一併勾其他 L2，但本輪重點只看 L2-07）。L1 主框架本輪不計分，可任選。",,
