doc_id,unit_id,sentence,role,prev,next,speakers,targets,proc_symbolic_flag,event_phase,unit_hash,unit_dup_flag,source,date,preprocessed_text,hard_rule_keep,hard_rule_reason,policy_gate,policy_gate_reason,priority_keep,semantic_status,semantic_similarity,nli_status,nli_score,key_hit,final_status,_source_file,_corpus_tier,debate_short_review,id,custom_id,source_file,source_relpath,L1_label,L1_reasoning,L1_error,L2_labels,L2_reasoning,L2_error
_b4a12ccf836d,_b4a12ccf836d_u001,"徐春鶯今(3日)接受本刊獨家專訪強調,自己從未加入共產黨,也從未擔任過中國國家幹部,她並說,台灣不管是調查局或國安單位,「你去查,查到我在大陸曾經是中共黨員的話,你可以註銷我的台灣身分證、驅逐出境都可以!」但如果沒有的話,「你要還我清白!」對於副總統賴清德日前稱徐春鶯過去是共產黨黨員,徐春鶯更激動回嗆說,「連副總統賴清德都說我是中共黨員,我覺得這太可怕了吧!你沒有經過查證。」她說,這段時間外界的揣測跟討論,甚至政府官員言論,可看出大眾對新住民群體的刻板印象是根深蒂固的,尤其對中國大陸來的人,充滿負面印象及敵視目光,「難道38萬陸配都是共匪、共諜嗎?有38萬的共匪、共諜都嫁給台灣男人嗎?」很遺憾台灣政府說的多元文化、包容只是表面功夫。",claim,"本刊上月26日獨家披露,民眾黨總統參選人柯文哲布局不分區立委,鎖定陸配身分的台灣新住民發展協會名譽理事長徐春鶯,引發綠白陣營辯論。","【徐春鶯獨家專訪3】「教我怎麼放棄中國國籍我就去!」 徐春鶯9月赴中國一個半月因1事緊急返台 【徐春鶯獨家專訪4】爆爸爸曾被送「五七幹校」改造 徐春鶯首度露面談中國文革掉淚 【徐春鶯獨家專訪5】「加速統一、祖國大陸」發言惹議 徐春鶯控照片疑遭P圖合成 本文由《鏡週刊》授權提供 2024總統大選倒數、候選人、民調分析盡在TVBS 加入《TVBS娛樂頭條》官方LINE帳號,拿熱門旅宿券 加入《TVBS娛樂頭條》官方LINE帳號,拿熱門旅宿券 年度包款100選!","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,009eb6e8429bbf4980c35f3a9ebb6524,False,01_Ho_tvbs_news.csv,2023-11-03 23:22:00,"徐春鶯今(3日)接受本刊獨家專訪強調,自己從未加入共產黨,也從未擔任過中國國家幹部,她並說,台灣不管是調查局或國安單位,「你去查,查到我在大陸曾經是中共黨員的話,你可以註銷我的台灣身分證、驅逐出境都可以!」但如果沒有的話,「你要還我清白!」對於副總統賴清德日前稱徐春鶯過去是共產黨黨員,徐春鶯更激動回嗆說,「連副總統賴清德都說我是中共黨員,我覺得這太可怕了吧!你沒有經過查證。」她說,這段時間外界的揣測跟討論,甚至政府官員言論,可看出大眾對新住民群體的刻板印象是根深蒂固的,尤其對中國大陸來的人,充滿負面印象及敵視目光,「難道38萬陸配都是共匪、共諜嗎?有38萬的共匪、共諜都嫁給台灣男人嗎?」很遺憾台灣政府說的多元文化、包容只是表面功夫。",True,cooccur: actor×institution,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/01_Ho_tvbs_news_units.csv,1,,61,req_525f7af21c3145ffb2439ee8b1b3b0f4,merged_deduped.csv,merged_deduped.csv,L1-05,批評政府與社會對新住民歧視偏見，屬結構不公,,L2-01|L2-05|L2-08,註銷台灣身分證、驅逐出境→L2-01；陸配被視為共匪共諜、敵視目光→L2-05；多元文化、包容只是表面功夫→L2-08,
_4f7e70e95a76,_4f7e70e95a76_u005,"金三角文化基金會董事長王根深表示,孤軍後裔將中華民國視為祖國,卻因政策關係,既無身分證,也沒有健保,只能打黑工.問題糾葛幾十年,其祖父和父執輩為國家犧牲奉獻,子女卻未能被真正照顧到,以前的政府沒有好好處理,現在台灣是一個民主開放的國家,希望讓他們得到一個基本合法的生存權利。",claim,"湯蕙禎指出,國民黨政府當年的冷漠與不重視,還有不友善的政策,2008年啟動的泰緬孤軍後裔專案期限結束後,仍有上萬名符合資格者遭拒於門外,成為漏網之魚,只能繼續淪落在台灣的社會邊緣,導致他們無法接種疫苗、或領取普發6000元,台灣目前已有近16萬名合法的緬甸華僑,盼政府能跨部會檢討其身分及居留問題。",,[],[],False,,d851ca2a9870fa3d52a482fcde63dcd0,False,03_Lai_ltn_news,2023-08-29 15:20:37,"金三角文化基金會董事長王根深表示,孤軍後裔將中華民國視為祖國,卻因政策關係,既無身分證,也沒有健保,只能打黑工.問題糾葛幾十年,其祖父和父執輩為國家犧牲奉獻,子女卻未能被真正照顧到,以前的政府沒有好好處理,現在台灣是一個民主開放的國家,希望讓他們得到一個基本合法的生存權利。",True,institution_only,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/03_Lai_ltn_news_units.csv,1,,19090,req_b97a3a7b438f4e0389ec8ceb9f2f2ac5,merged_deduped.csv,merged_deduped.csv,L1-05,強調孤軍後裔被制度排除與生存權利，屬結構不公,,L2-01|L2-08,「視為祖國」「為國家犧牲奉獻」→L2-01；「民主開放的國家」→L2-08；爭取「基本合法的生存權利」→L2-08,
_58acce934c67,_58acce934c67_u015,"柯文哲表示,國家應保障弱勢者唸大學,但不是把所有的學費壓低;",claim,"透過 Google News 柯文哲過去曾說過大學學費該漲就漲,媒體詢問是否仍維持這論點。","有媒體指出,許多老師認為108課綱有問題,甚至外界質疑歷史課綱去中國化,詢問如何看待。","[{""name"": ""柯文哲"", ""party"": ""TPP""}]",[],False,,5ec100b9e3b88fa38df93b57a0a9adb9,False,02_Ke_chinatimes_news,2023-09-28 14:36:00,"柯文哲表示,國家應保障弱勢者唸大學,但不是把所有的學費壓低;",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.4229885935783386,,,False,KEEP,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,8321,req_480cdfc0f0c447ef81c6732c83218735,merged_deduped.csv,merged_deduped.csv,L1-05,談弱勢受教權與保障，屬結構公平，非單純福祉,,L2-01,國家應保障→國家作為行為主體(L2-01)；保障弱勢者受教→國家角色與責任論述(L2-07?)，但無明確動員詞，僅L2-01,
_b86e3e876e69,_b86e3e876e69_u004,"「不管是一般勞工、消防員、警察,甚至是當兵的國軍,都應該受到國家平等的對待,一路以來,時代力量都是帶著本土進步價值,為基層的民眾發聲。」 同樣也是創黨黨員的東吳法律系教授胡博硯表示,站在支持主權獨立、監督時政的立場,無論執政的是國民黨還是民進黨,台灣都必須有一個理性、中道的在野黨,而時代力量都扮演這樣的角色,",claim,"太陽花學運參與者魏揚也現身表示,雖現在不是時力的黨員,但他始終是第三勢力,「政治許多的時候並不僅僅關於選舉,更關於進步的價值。」他說,太陽花學運10年過去了,第三勢力的夥伴可能選擇不同的實踐道路,甚至是加入不同的政黨,他認為這沒有絕對的好與壞,而是能否堅持理想與價值,「人可以轉換陣營,但請記得把價值隨身帶上。」 立委邱顯智則說,自己是時代力量黨證編號第9號的創黨黨員,今天再次站在這個街頭,讓他回想起2015年1月時代力量創立後,他2月即代表時力投入參選新竹市立委,8年後的今天,他再次挑戰參選新竹市立委,在藍綠兩大黨的夾殺下,給人民一個新政治的選擇。","同樣也是創黨黨員的東吳法律系教授胡博硯表示,站在支持主權獨立、監督時政的立場,無論執政的是國民黨還是民進黨,台灣都必須有一個理性、中道的在野黨,而時代力量都扮演這樣的角色。","[{""name"": ""民進黨"", ""party"": ""DPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}]",[],False,,c1d0752a1eadf73092c6f6321a1a3ea4,False,03_Lai_ltn_news,2023-12-13 12:48:56,"「不管是一般勞工、消防員、警察,甚至是當兵的國軍,都應該受到國家平等的對待,一路以來,時代力量都是帶著本土進步價值,為基層的民眾發聲。」 同樣也是創黨黨員的東吳法律系教授胡博硯表示,站在支持主權獨立、監督時政的立場,無論執政的是國民黨還是民進黨,台灣都必須有一個理性、中道的在野黨,而時代力量都扮演這樣的角色,",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.6204526424407959,,,True,KEEP,01_news_datasets/03_Lai_ltn_news_units.csv,1,,17050,req_21914d7a9ee44da88b3a2f1313314faf,merged_deduped.csv,merged_deduped.csv,L1-05,論述國家應平等對待各職業群體，屬結構公平,,L2-01|L2-07,國家平等對待國軍等群體→主權行為主體L2-01；為基層民眾發聲→凝聚與願景動員L2-07,
_4f7e70e95a76,_4f7e70e95a76_u003,"我國政府於民國38年播遷來台之際,堅守於雲南、泰國、緬甸的「泰緬孤軍」仍奮力抗共,至今仍有不少孤軍後裔無法取得國籍身份。",context,"〔記者陳政宇/台北報導〕民進黨立委湯蕙禎、金三角文化基金會今(29)日召開「泰緬孤軍後裔回家」記者會,呼籲政府正視泰緬孤軍後裔的身分問題。","湯蕙禎指出,國民黨政府當年的冷漠與不重視,還有不友善的政策,2008年啟動的泰緬孤軍後裔專案期限結束後,仍有上萬名符合資格者遭拒於門外,成為漏網之魚,只能繼續淪落在台灣的社會邊緣,導致他們無法接種疫苗、或領取普發6000元,台灣目前已有近16萬名合法的緬甸華僑,盼政府能跨部會檢討其身分及居留問題。",[],[],False,,cb2884628cfde55e7329963457ab0681,False,03_Lai_ltn_news,2023-08-29 15:20:37,"我國政府於民國38年播遷來台之際,堅守於雲南、泰國、緬甸的「泰緬孤軍」仍奮力抗共,至今仍有不少孤軍後裔無法取得國籍身份。",True,institution_only,False,,False,KEEP,0.4620940685272217,,,False,REVIEW,01_news_datasets/03_Lai_ltn_news_units.csv,1,,17903,req_2937c878d8b54689bee4ac7d7d3bc48a,merged_deduped.csv,merged_deduped.csv,L1-05,主軸為身分國籍不公，屬結構性正義,,L2-01|L2-04|L2-05,我國政府→L2-01；播遷來台/抗共歷史→L2-04；無法取得國籍身份→L2-05,
_1c87523956d7,_1c87523956d7_u002,"賴副總統致詞表示,鄭南榕追求不只是百分之百言論自由,也反對戒嚴追求民主,平反228事件,追求轉型正義,也追求台灣要做自己的主人,這些理想和目標,經過數十年一棒接一棒,已接近完成。",claim,"鄭南榕基金會今天在新北市金山區金寶山自由之翼紀念墓園舉辦「鄭南榕殉道34週年追思紀念會」,賴副總統、鄭南榕基金會董事長、鄭南榕的女兒鄭竹梅、鄭南榕遺孀葉菊蘭等人出席,活動一開始先默思1分鐘,賴副總統致詞結束後,與鄭竹梅一同獻花。","賴副總統說,但新的威脅已經出現,天下並未太平,國際局勢也未平靜穩定,今天參加鄭南榕追思紀念會,應該清楚瞭解到,第一,要向鄭南榕感謝、致敬為台灣付出的一切。",[],[],False,,07b3629b8473f47759105b48e79bb6fd,False,03_Lai_chinatimes_news,2023-04-07 13:12:00,"賴副總統致詞表示,鄭南榕追求不只是百分之百言論自由,也反對戒嚴追求民主,平反228事件,追求轉型正義,也追求台灣要做自己的主人,這些理想和目標,經過數十年一棒接一棒,已接近完成。",True,cooccur: actor×institution,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,708,req_571d8cb4c67e465194a93be29cee7857,merged_deduped.csv,merged_deduped.csv,L1-05,民主、人權與轉型正義理想，屬社會正義,,L2-01|L2-07|L2-08,言論自由民主轉型正義→L2-08；台灣要做自己的主人→L2-01；一棒接一棒理想目標→L2-07,
_75ce28628c48,_75ce28628c48_u013,(編輯:翟思嘉)1121002 台灣MeToo遊行 范雲:縱容性騷文化需要改變 前懲戒法院院長李伯道性騷擾部屬成立 將送法官評鑑 傳藍委涉嫌性騷男記者 國民黨:確實收到新申訴案 性平三法適用不同身分場域 重罰權勢性騷避免吃案 台灣華語中心歐美遍地開花 2026年可望擴至澳洲 蔡總統:僑界是國民外交先鋒 讓世界看到台灣力量 爭取腸病毒疫苗納公費 藍營中市立委參選人發聲 賴清德外媒專訪談台灣 藍:本質仍是台獨借殼上市 2025/05/24 12:36 2023/10/17 12:36 2023/10/05 10:55 2023/10/02 11:35 2023/09/21 10:52 2023/09/14 12:02,context,"徐佳青今天赴立院外交及國防委員會備詢前接受媒體訪問,對於當事人指控徐佳青要求「不可聲張此事」,徐佳青表示,她是提醒要提出正式申訴前,要以保護當事人為原則,不應在僑界各自聲張放話,「我對兩個人都是提出相同的警告」 。",,"[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}, {""name"": ""藍營"", ""party"": ""KMT""}]",[],True,,c2cb704fd0f5293ce8c472a5f80d1533,False,02_Ke_chinatimes_news,2023-10-02 11:35:00,"(編輯:翟思嘉)1121002 台灣MeToo遊行 范雲:縱容性騷文化需要改變 前懲戒法院院長李伯道性騷擾部屬成立 將送法官評鑑 傳藍委涉嫌性騷男記者 國民黨:確實收到新申訴案 性平三法適用不同身分場域 重罰權勢性騷避免吃案 台灣華語中心歐美遍地開花 2026年可望擴至澳洲 蔡總統:僑界是國民外交先鋒 讓世界看到台灣力量 爭取腸病毒疫苗納公費 藍營中市立委參選人發聲 賴清德外媒專訪談台灣 藍:本質仍是台獨借殼上市 2025/05/24 12:36 2023/10/17 12:36 2023/10/05 10:55 2023/10/02 11:35 2023/09/21 10:52 2023/09/14 12:02 本網站之文字、圖片及影音,非經授權,不得轉載、公開播送或公開傳輸及利用。",True,cooccur: actor×institution,True,gate: taiwanicity=3,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,17130,req_5ccb5c78788b406a85b0473a61e0bd21,merged_deduped.csv,merged_deduped.csv,L1-05,MeToo性騷與性平制度議題，非純情緒,,L2-01|L2-03|L2-06,「國民外交先鋒」「讓世界看到台灣力量」→L2-06；「談台灣」涉國家主體→L2-01；國民外交、世界看到台灣→L2-03；力量、自豪→L2-07？再檢→較偏成就展示,
_1f8f5ecf996d,_1f8f5ecf996d_u003,"賴清德說,民進黨的理念就是族群多元尊重,所以前總統陳水扁任內成立原住民族委員會、推動原住民電視台、原住民電台及很多相關政策,每個族群都應得到政府的照顧,過去民進黨推動很多政策,陳水扁任內也推動原住民基本法,他若擔任總統會延續民進黨傳統文化重視各族群,尊重原住民,讓原住民能自治。",claim,"賴清德認為,大家都是一家人,族群不分先來後到,只要認同台灣,就是這塊土地的主人,也是國家的主人,如果他能擔任總統,原住民族希望推動支持的原住民族自治法,他當然義不容辭,他會找原住民、社會各界一起討論,找出最好的做法讓原住民落實自治。","賴清德表示,「沒有原住民的語言就沒有原住民,沒有客家語就沒有客家人」,語言是所有文化的根本,民族如果沒有文化就不再存在,所以語言的復育很重要,他會積極推動原住民族語言復育,同時透過教育一代一代傳承下去。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}]",[],False,,442c012e7a63a0a54658e9c63f4ae4b2,False,03_Lai_chinatimes_news,2024-01-07 21:10:00,"賴清德說,民進黨的理念就是族群多元尊重,所以前總統陳水扁任內成立原住民族委員會、推動原住民電視台、原住民電台及很多相關政策,每個族群都應得到政府的照顧,過去民進黨推動很多政策,陳水扁任內也推動原住民基本法,他若擔任總統會延續民進黨傳統文化重視各族群,尊重原住民,讓原住民能自治。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.4540831446647644,,,True,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,6074,req_beb2d450ba0942ffbbd035be52e8e831,merged_deduped.csv,merged_deduped.csv,L1-05,族群平等與政府照顧，結構正義非單純福祉,,L2-01|L2-06|L2-07,國家的主人→L2-01；政府照顧每個族群→L2-06；延續民進黨傳統、讓原住民能自治→L2-07,
_a817b19ff413,_a817b19ff413_u003,"賴清德說,回顧台灣400年歷史,從荷蘭把台灣當成東亞生產基地,到明鄭時期變成反清復明根據地,接著日治時期是大東亞共榮圈基地,國民政府時期則作為反攻大陸的跳板,經歷不同政權更迭,台灣從來不是主體,台灣人也從沒有機會當家作主。",claim,"雷震民主人權基金今天舉辦雷震民主人權紀念講座「全球台灣抵抗中華帝國-台灣的地緣政治時刻」,民眾黨主席暨總統參選人柯文哲、賴清德都受邀致詞,兩人出席時間錯開,沒有同框。","賴清德表示,中國透過難以察覺的銳實力,無時無刻運用各種手段隱密作戰,配合文攻武嚇及經濟滲透進行統戰,若台灣任何政治領袖對此企圖視而不見,仍然認為接受一中原則的九二共識、兩岸一家親甚至一紙和平協議就能得到和平,這是自欺欺人,也會誤人誤己,犧牲前人好不容易累積的基礎。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,675ebf61d62a9a8a8354cf6fe490a646,False,02_Ke_chinatimes_news,2023-10-21 13:35:00,"賴清德說,回顧台灣400年歷史,從荷蘭把台灣當成東亞生產基地,到明鄭時期變成反清復明根據地,接著日治時期是大東亞共榮圈基地,國民政府時期則作為反攻大陸的跳板,經歷不同政權更迭,台灣從來不是主體,台灣人也從沒有機會當家作主。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.4856010675430298,,,False,KEEP,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,9073,req_99775edf04b54bb4ab004b8344df1a21,merged_deduped.csv,merged_deduped.csv,L1-05,歷史脈絡下的主體性與被統治經驗，偏社會正義非安全,,L2-01|L2-04|L2-08,400年歷史多政權更迭+評價→L2-04；台灣從來不是主體→L2-01；台灣人沒機會當家作主→L2-08,
_5555398ffac4,_5555398ffac4_u009,"今日本報刊出的國際特赦組織台灣分會理事長林綉娟投書也寫道,克勞斯・華爾特當年動員「台灣協調小組」與AI全球各國分會,發起救援美麗島事件的國際行動,並成功遊說西德議院約300位議員施壓中國國民黨政府,要求對政治犯依國際人權標準給予公平審判等待遇。",claim,"1977年華爾特在西德舉辦「波昂之夜」,開啟國際特赦組織對台灣政治犯的關切,並領導「台灣協調小組」盡力搜集資料,提供給德語區的25個救援小組。","在台灣社會抵抗高壓政府、集體被噤聲的年代,克勞斯・華爾特串聯國際力量,把聲音借給台灣。","[{""name"": ""國民黨"", ""party"": ""KMT""}]",[],True,,cb1085dbb28f2d8368a0067dcb95bc50,False,03_Lai_ltn_news,2023-10-25 17:49:14,"今日本報刊出的國際特赦組織台灣分會理事長林綉娟投書也寫道,克勞斯・華爾特當年動員「台灣協調小組」與AI全球各國分會,發起救援美麗島事件的國際行動,並成功遊說西德議院約300位議員施壓中國國民黨政府,要求對政治犯依國際人權標準給予公平審判等待遇。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.6617431640625,,,False,KEEP,01_news_datasets/03_Lai_ltn_news_units.csv,1,,17894,req_2a8c8bd5f0644fa3a41bfa647573c050,merged_deduped.csv,merged_deduped.csv,L1-05,政治犯人權與公平審判，屬社會正義，非單純人文關懷,,L2-01|L2-03|L2-04|L2-05|L2-08,"美麗島事件+國民黨政府政治犯→歷史模板→L2-04；國際人權標準施壓政府→主權行為者+國際規範→L2-01,L2-03；政治犯不公平審判→威脅→L2-05；人權標準→L2-08",
_1f8f5ecf996d,_1f8f5ecf996d_u002,"賴清德認為,大家都是一家人,族群不分先來後到,只要認同台灣,就是這塊土地的主人,也是國家的主人,如果他能擔任總統,原住民族希望推動支持的原住民族自治法,他當然義不容辭,他會找原住民、社會各界一起討論,找出最好的做法讓原住民落實自治。",claim,"賴清德致詞時先用原住民族語跟現場支持者打招呼,更介紹身上穿的傳統服飾,並表示,製作人是國寶級的排灣族工藝家陳利友妹,以前只有頭目、王子或公主才能穿,陳利友妹為了替競選總統的他加油所贈,這件衣服約有8種刺繡技巧非常珍貴,期待他當選總統能保護原住民文化及傳統技藝,當初總統蔡英文競選時也曾獲贈,所以他穿這件也會當選。","賴清德說,民進黨的理念就是族群多元尊重,所以前總統陳水扁任內成立原住民族委員會、推動原住民電視台、原住民電台及很多相關政策,每個族群都應得到政府的照顧,過去民進黨推動很多政策,陳水扁任內也推動原住民基本法,他若擔任總統會延續民進黨傳統文化重視各族群,尊重原住民,讓原住民能自治。","[{""name"": ""賴清德"", ""party"": ""DPP""}]",[],False,,d9f8ee769d0fa2b2d1a951a2c329a4c1,False,03_Lai_chinatimes_news,2024-01-07 21:10:00,"賴清德認為,大家都是一家人,族群不分先來後到,只要認同台灣,就是這塊土地的主人,也是國家的主人,如果他能擔任總統,原住民族希望推動支持的原住民族自治法,他當然義不容辭,他會找原住民、社會各界一起討論,找出最好的做法讓原住民落實自治。",True,cooccur: actor×institution,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/03_Lai_chinatimes_news_units.csv,1,,19232,req_7420bbbc21a8486a8f523f43eb36a9b0,merged_deduped.csv,merged_deduped.csv,L1-05,族群平等與自治權，結構性正義，非單純人文關懷,,L2-01|L2-02|L2-07|L2-08,土地/國家主人→L2-01；只要認同台灣→L2-02；主人身分與民主主體→L2-08；一起討論、找出最好的做法→L2-07,
_5695643263fc,_5695643263fc_u008,"副總統政見發表會 吳欣盈:民眾黨是台灣水電工 副總統候選人政見會 趙少康批賴清德老家爭議三大騙 對於民眾黨總統候選人柯文哲日前在政見發表會主張以對等、尊嚴立場處理兩岸交流,以及廣建社會住宅,推動賦稅改革以及補助解決青年居住正義。",claim,"蕭美琴表示,趙少康30年前就主張民進黨若執政,中華民國就會滅亡,但實際上30年來,台灣經過8次的總統大選、政黨輪替,中華民國從未消失,國旗每天都在總統府升起,真正想要消滅中華民國,是至今無法正視台灣存在的中國共產黨。","蕭美琴表示,這些事民進黨一直都在做,柯文哲甚至還說外交政策要走總統蔡英文路線,那如果是這樣,就應該讓有經驗,有能力,已經在落實的民進黨繼續做下去。","[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""趙少康"", ""party"": ""KMT""}, {""name"": ""柯文哲"", ""party"": ""TPP""}, {""name"": ""吳欣盈"", ""party"": ""TPP""}, {""name"": ""民眾黨"", ""party"": ""TPP""}]","[""政見發表會|procedure"", ""兩岸|cross-strait""]",True,debate/manifesto,448815ba04cd5375f0ae3612a325d65c,False,01_Ho_chinatimes_news,2023-12-22 20:13:00,"副總統政見發表會 吳欣盈:民眾黨是台灣水電工 副總統候選人政見會 趙少康批賴清德老家爭議三大騙 對於民眾黨總統候選人柯文哲日前在政見發表會主張以對等、尊嚴立場處理兩岸交流,以及廣建社會住宅,推動賦稅改革以及補助解決青年居住正義。",True,cooccur: actor×institution,True,gate: taiwanicity=2,True,KEEP,1.0,KEEP,1.0,True,KEEP,01_news_datasets/01_Ho_chinatimes_news_units.csv,1,,6107,req_2be07a6bdbbc433781a9c4fa8689a89e,merged_deduped.csv,merged_deduped.csv,L1-05,提青年居住正義與賦稅改革屬結構不公,,L2-01|L2-02,以對等、尊嚴處理兩岸交流→主權行為者預設L2-01；兩岸交流（台灣vs中國）→潛在差異邊界L2-02；青年居住正義等為民生訴求→無其他國族標籤,
_3ec50a28bbee,_3ec50a28bbee_u000,"新北市議會第一審查會昨天專案報告城市外交,期間,民進黨議員陳乃瑜嗆國民黨議員戴湘儀「你就是護航的花瓶」,讓戴湘儀自曝氣到手抖,轟民進黨主席、總統參選人賴清德上個月才說要挺女權,會提升女性的政策參與機會與勞動價值,讓每名女性自由、尊嚴追求夢想,「全國女性都不應該受到這樣的歧視」。",claim,,(圖/翻攝自戴湘儀IG) 更多新聞:藍白合成不成「底線十月底」 柯文哲:時間越近大家頭腦越清楚 2024總統大選倒數、候選人、民調分析盡在TVBS 維持體態不費力!,"[{""name"": ""賴清德"", ""party"": ""DPP""}, {""name"": ""民進黨"", ""party"": ""DPP""}, {""name"": ""國民黨"", ""party"": ""KMT""}]",[],False,,72d92af845cbf6925ed4d5c30eb3bb19,False,02_Ke_tvbs_news,2023-10-14 09:46:00,"新北市議會第一審查會昨天專案報告城市外交,期間,民進黨議員陳乃瑜嗆國民黨議員戴湘儀「你就是護航的花瓶」,讓戴湘儀自曝氣到手抖,轟民進黨主席、總統參選人賴清德上個月才說要挺女權,會提升女性的政策參與機會與勞動價值,讓每名女性自由、尊嚴追求夢想,「全國女性都不應該受到這樣的歧視」。",True,cooccur: actor×institution,True,gate: actor×inst,False,KEEP,0.5562935471534729,,,True,KEEP,01_news_datasets/02_Ke_tvbs_news_units.csv,1,,10097,req_89565ef29c284204a9f85a4302e39d4c,merged_deduped.csv,merged_deduped.csv,L1-05,批評性別歧視與女性平權，屬社會正義非情緒,,L2-01|L2-06,城市外交→L2-01；全國女性都不應該…→國家層級價值標準→L2-06,
_675732ab4e19,_675732ab4e19_u008,"王家貞指出,懇請各界人士關注此一重大議題,為台灣的民主人權齊聲呼籲,「還我參政權,還我中華民國公民的合法參政權」。",claim,"她喊冤,不是她個人的冤,而是任何一位公民在此一違憲惡法下都有可能的冤。","立法院5月26日三讀修正通過選罷法,規定曾犯組織犯罪防制條例之罪、洗錢防制法第14條,或第15條的收受使用財源不明,以及刑法加重剝奪行動自由罪、加重詐欺罪等,經有罪判決確定,不得登記為候選人,經有罪判決確定並受緩刑宣告者,亦同。",[],[],False,,2443459dc833058651bfd2d652f8ed7b,False,02_Ke_chinatimes_news,2023-12-11 10:14:00,"王家貞指出,懇請各界人士關注此一重大議題,為台灣的民主人權齊聲呼籲,「還我參政權,還我中華民國公民的合法參政權」。",True,institution_only,False,,False,KEEP,0.6514750123023987,,,False,REVIEW,01_news_datasets/02_Ke_chinatimes_news_units.csv,1,,3246,req_044dc725ae214df9bf1e8210c8603900,merged_deduped.csv,merged_deduped.csv,L1-05,訴求人權與參政權不公，屬社會正義,,L2-01|L2-07|L2-08,「為台灣的民主人權」→L2-08；「齊聲呼籲」→L2-07；「中華民國公民的合法參政權」→L2-01,
_53a4fda3c7de,_53a4fda3c7de_u018,"因此,他也呼籲國家人權會做出裁定,別讓航司權力凌駕於政府之上。",claim,"周聖凱也提及,行政院在2014年就表示,要求女性員警只能穿裙裝執勤是性別歧視,修改相關規定,落實「消除對婦女一切形式歧視公約」規範。",,[],[],False,,ca4103195f2080d9b65063770a12fa8d,False,02_Ke_ltn_news,2023-08-01 13:50:21,"因此,他也呼籲國家人權會做出裁定,別讓航司權力凌駕於政府之上。",True,institution_only,False,,False,REVIEW,0.3301033973693847,,,False,REVIEW,01_news_datasets/02_Ke_ltn_news_units.csv,1,,17821,req_0b5d886aff2241a7857011bc3bd3b838,merged_deduped.csv,merged_deduped.csv,L1-05,批評權力不當高於政府，屬制度正義,,L2-01|L2-07,呼籲國家人權會裁定→L2-01（國家機關權威）；呼籲…別讓…→L2-07（行動/決策動員）,
_276e2d337727,_276e2d337727_u009,"主張台灣獨立的鄭南榕1989年為堅持百分之百言論自由、拒絕因刊登台灣新憲法草案遭叛亂罪起訴逮捕,於雜誌社自囚71天後、當年4月7日自焚身亡;",claim,"開幕活動由基金會董事長鄭竹梅、終身志工葉菊蘭等多人分享,民進黨籍立委邱議瑩及多名議員也出席參與。",(編輯:謝雅竹)1120924 紀念鄭南榕 林佳龍諷刺當年拘捕者侯友宜選總統 鄭南榕足跡展宜蘭開幕 女兒感性憶尋根 疫後華航在日本航班恢復8成 9/18復飛熊本航線 2023台日觀光高峰論壇在愛知 高雄接棒主辦,[],[],True,,8b38c0cc5996333b794d47989d690826,False,01_Ho_chinatimes_news,2023-09-24 20:24:00,"主張台灣獨立的鄭南榕1989年為堅持百分之百言論自由、拒絕因刊登台灣新憲法草案遭叛亂罪起訴逮捕,於雜誌社自囚71天後、當年4月7日自焚身亡;",True,institution_only,True,gate: 2 inst terms,False,KEEP,0.4755242466926574,,,False,KEEP,01_news_datasets/01_Ho_chinatimes_news_units.csv,1,,12247,req_eed1342c076041d996d79c60cb357fb7,merged_deduped.csv,merged_deduped.csv,L1-05,政治迫害與言論自由殉道，屬社會正義,,L2-01|L2-04|L2-08,主張台灣獨立→L2-01；為言論自由犧牲→L2-08；1989、自焚殉道歷史事件→L2-04,
